,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
99,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-07-03 15:02:06.000000,2025-07-03 13:32:56,5576.0,332.0,671.0,47.0,6192.0,394.0,1205.0,2716.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",203.0,37,True,2025-05-02 20:46:10.000,0.41.1,63.0,pennylane,conda-forge/pennylane,,,,1941.0,1789.0,https://pypi.org/project/pennylane,2025-05-02 20:46:10.000,152.0,155029.0,161701.0,https://anaconda.org/conda-forge/pennylane,2025-04-22 14:58:05.852,293530.0,,,,,1.0,101.0,,,,,,,,,,,,,,,,,,,
100,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2025-06-05 11:48:52.000000,2025-06-05 11:48:51,3938.0,12.0,538.0,141.0,1279.0,151.0,1728.0,2373.0,Rasterio reads and writes geospatial raster datasets.,167.0,37,True,2024-12-02 16:44:51.000,1.4.3,166.0,rasterio,conda-forge/rasterio,,,,19669.0,18133.0,https://pypi.org/project/rasterio,2024-12-02 14:48:24.000,1536.0,2358844.0,2448450.0,https://anaconda.org/conda-forge/rasterio,2025-04-22 14:56:21.283,4838299.0,,,,,2.0,1022.0,,,,,,,,,,,,,,,,,,,
101,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2025-06-15 09:59:22.000000,2025-06-15 09:55:32,1257.0,16.0,219.0,32.0,50.0,12.0,177.0,1721.0,Simple Python interface for Graphviz.,24.0,37,True,2024-03-21 07:50:43.000,0.20.3,59.0,graphviz,anaconda/python-graphviz,,,,96274.0,93122.0,https://pypi.org/project/graphviz,2025-06-15 09:35:04.000,3152.0,22698326.0,22698887.0,https://anaconda.org/anaconda/python-graphviz,2025-04-22 15:32:21.966,55616.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
102,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2025-04-22 14:56:34.345000,2020-02-15 08:33:35,523.0,,6713.0,1274.0,167.0,674.0,228.0,34221.0,Chinese Words Segmentation Utilities.,49.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,40636.0,39798.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,838.0,966996.0,970669.0,https://anaconda.org/conda-forge/jieba,2025-04-22 14:56:34.345,183669.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
103,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-06-10 21:41:39.000000,2025-06-10 21:41:36,2328.0,1.0,6541.0,426.0,1368.0,1331.0,3055.0,31595.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,429.0,36,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],4440.0,4323.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,117.0,74408.0,76912.0,https://anaconda.org/conda-forge/fairseq,2025-05-30 03:16:57.843,150036.0,,,,,2.0,418.0,,,,,,,,,,,,,,,,,,,
104,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-07-03 04:15:39.000000,2025-07-03 04:15:34,9126.0,196.0,2925.0,310.0,257.0,22.0,1183.0,30748.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,36,True,2025-06-28 18:05:57.000,8.4.2,718.0,netron,,,,"['pytorch', 'tensorflow']",104.0,13.0,https://pypi.org/project/netron,2025-06-28 18:05:57.000,91.0,36492.0,122395.0,,,,,,,,1.0,85903.0,,,,,,,,,,,,,,,,,,,
105,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2025-07-01 21:02:10.000000,2025-02-01 10:46:42,1341.0,,2257.0,333.0,1608.0,400.0,1867.0,14522.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",174.0,36,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,1447.0,1413.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,34.0,67414.0,67414.0,,,,,,,,2.0,,,,,,,,,stable/horovod,,,,,,,,,,,
106,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,Apache-2.0,2021-01-19 08:37:25.000,2025-07-03 11:41:58.000000,2025-07-03 11:41:55,19032.0,172.0,5638.0,68.0,11801.0,941.0,15960.0,14223.0,Convert Machine Learning Code Between Frameworks.,1481.0,36,True,2025-06-16 00:11:47.000,1.0.0.5,138.0,ivy,,,,,16.0,,https://pypi.org/project/ivy,2025-06-16 00:12:14.000,16.0,14713.0,14713.0,,,,,,,,2.0,,,,,,,ivy-llc/ivy,,,,,,,,,,,,,
107,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-02-11 00:26:08.000000,2025-02-11 00:26:08,4416.0,,3018.0,175.0,5073.0,539.0,2361.0,13950.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",296.0,36,True,2024-09-03 04:16:25.000,2.4.0,453.0,dgl,,,,,4246.0,4098.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,97603.0,97603.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
108,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2025-04-22 14:57:01.127000,2025-01-13 19:00:04,4822.0,,5277.0,379.0,749.0,670.0,1395.0,13941.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",200.0,36,False,2025-04-15 15:39:39.000,2.9.0,60.0,glfw,conda-forge/glfw,,,,1849.0,1624.0,https://pypi.org/project/glfw,2025-04-15 15:39:39.000,225.0,582363.0,624861.0,https://anaconda.org/conda-forge/glfw,2025-04-22 14:57:01.127,391503.0,,,,,2.0,4353971.0,,,,,,,,,,,,,,,,,,,
109,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2025-06-18 10:12:29.000000,2025-03-26 00:32:10,1575.0,,1704.0,149.0,884.0,255.0,589.0,12996.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,137.0,36,True,2025-03-26 00:41:27.000,4.16.1,73.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",7028.0,6845.0,https://pypi.org/project/pandas-profiling,2023-02-03 17:59:40.571,183.0,356225.0,361118.0,https://anaconda.org/conda-forge/pandas-profiling,2025-04-22 14:56:27.206,523328.0,,,,,2.0,392.0,,,,,,ydataai/ydata-profiling,,,,,,,,,,,,,
110,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2025-07-02 15:37:37.000000,2025-07-02 15:37:37,6619.0,20.0,3955.0,260.0,1921.0,1137.0,4859.0,12668.0,Open-source simulator for autonomous driving research.,184.0,36,True,2024-12-19 14:10:57.000,0.10.0,27.0,carla,,,,,1101.0,1090.0,https://pypi.org/project/carla,2023-11-14 22:51:02.000,11.0,41427.0,41427.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
111,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2025-04-22 14:56:58.676000,2022-11-22 00:42:46,2719.0,,2254.0,277.0,3096.0,91.0,2477.0,11855.0,"An open-source NLP research library, built on PyTorch.",267.0,36,False,2022-10-18 23:54:05.191,2.10.1,265.0,allennlp,conda-forge/allennlp,,,['pytorch'],4580.0,4455.0,https://pypi.org/project/allennlp,2022-10-18 23:54:05.191,125.0,129432.0,131864.0,https://anaconda.org/conda-forge/allennlp,2025-04-22 14:56:58.676,192145.0,,,,,2.0,71.0,,,,,,,,,,,,,,,,,,,
112,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2025-06-30 19:43:53.000000,2025-06-09 22:16:00,629.0,9.0,1163.0,259.0,229.0,72.0,209.0,9382.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",37.0,36,True,2025-01-13 23:03:01.000,0.19.0,62.0,textblob,conda-forge/textblob,,,,60271.0,59866.0,https://pypi.org/project/textblob,2025-01-13 23:03:01.000,405.0,1281672.0,1284380.0,https://anaconda.org/conda-forge/textblob,2025-04-22 14:56:26.678,289768.0,,,,,2.0,126.0,,,,,,,-2.0,,,,,,,,,,,,
113,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-04-30 06:08:34.747000,2025-04-29 22:21:52,1895.0,4.0,1416.0,149.0,262.0,232.0,153.0,9309.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",64.0,36,True,2025-04-29 22:28:31.000,2.0.5,97.0,pyod,conda-forge/pyod,,,,5516.0,5384.0,https://pypi.org/project/pyod,2025-04-29 22:26:57.000,132.0,708112.0,710688.0,https://anaconda.org/conda-forge/pyod,2025-04-30 06:08:34.747,159763.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
114,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-07-03 09:06:20.000000,2025-07-02 11:56:17,2596.0,79.0,1030.0,95.0,2950.0,409.0,1270.0,9031.0,Fast and Accurate ML in 3 Lines of Code.,137.0,36,True,2025-05-22 05:58:16.000,1.3.1,1885.0,autogluon,conda-forge/autogluon,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1201.0,1166.0,https://pypi.org/project/autogluon,2025-07-03 09:06:20.000,35.0,137898.0,139407.0,https://anaconda.org/conda-forge/autogluon,2025-05-29 15:04:16.286,38070.0,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,19.0,17295.0,1.0,,,,,,,,,,,,,,,,,,,,
115,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-07-03 11:02:58.000000,2025-06-24 16:57:50,1322.0,69.0,843.0,293.0,1753.0,350.0,456.0,8929.0,"Build, Manage and Deploy AI/ML Systems.",111.0,36,True,2025-06-19 23:01:43.000,2.15.18,197.0,metaflow,conda-forge/metaflow,,,,983.0,931.0,https://pypi.org/project/metaflow,2025-06-19 23:01:43.000,52.0,276450.0,281641.0,https://anaconda.org/conda-forge/metaflow,2025-06-20 12:15:22.770,311462.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
116,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2025-07-01 05:17:04.000000,2025-07-01 05:17:03,1017.0,13.0,911.0,90.0,248.0,151.0,710.0,4887.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",56.0,36,True,2025-01-16 13:56:09.000,84,75.0,opencv-python,,,,,621814.0,608441.0,https://pypi.org/project/opencv-python,2025-01-16 13:51:35.000,13373.0,18333619.0,18333619.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
117,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-06-12 18:53:29.000000,2025-06-12 18:53:29,1248.0,21.0,686.0,125.0,1010.0,386.0,1156.0,4824.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",195.0,36,True,2025-04-29 03:56:01.000,8.3,53.0,coremltools,conda-forge/coremltools,,,,5090.0,4992.0,https://pypi.org/project/coremltools,2025-04-28 20:13:28.000,98.0,950747.0,952681.0,https://anaconda.org/conda-forge/coremltools,2025-04-22 14:57:38.011,101189.0,,,,,2.0,14947.0,,,,,,,,,,,,,,,,,,,
118,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-05-23 00:35:33.000000,2025-05-23 00:35:32,12230.0,13.0,1118.0,154.0,472.0,715.0,764.0,4347.0,Probabilistic reasoning and statistical analysis in TensorFlow.,503.0,36,True,2024-11-08 16:30:13.000,0.25.0,53.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],622.0,4.0,https://pypi.org/project/tensorflow-probability,2024-11-08 16:25:57.000,618.0,766488.0,769999.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-04-22 14:57:01.266,186124.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
119,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-07-01 16:07:47.000000,2025-06-27 15:14:52,2596.0,72.0,235.0,62.0,151.0,78.0,651.0,4273.0,A Grammar of Graphics for Python.,112.0,36,True,2025-06-25 15:19:53.000,0.14.6,42.0,plotnine,conda-forge/plotnine,,,,12953.0,12554.0,https://pypi.org/project/plotnine,2025-06-27 15:27:26.000,399.0,2284518.0,2292441.0,https://anaconda.org/conda-forge/plotnine,2025-06-25 16:13:07.520,483324.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
120,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2025-07-03 13:09:36.000000,2025-06-30 10:42:29,8875.0,95.0,727.0,101.0,13492.0,25.0,886.0,4000.0,State of the Art Natural Language Processing.,116.0,36,True,2025-06-30 10:50:43.000,6.0.4,157.0,spark-nlp,,,,['spark'],648.0,611.0,https://pypi.org/project/spark-nlp,2025-06-30 09:20:51.000,37.0,3540094.0,3540094.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
121,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-07-03 14:09:49.000000,2025-07-03 14:09:48,18364.0,57.0,1339.0,82.0,8296.0,552.0,4462.0,2988.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,398.0,36,True,2024-12-18 21:23:23.000,1.9.0,81.0,mne,conda-forge/mne,,,,419.0,,https://pypi.org/project/mne,2024-12-18 21:23:23.000,419.0,239866.0,248693.0,https://anaconda.org/conda-forge/mne,2025-04-22 14:56:32.672,547274.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
122,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2025-07-03 11:35:35.000000,2025-07-02 11:45:58,2356.0,26.0,696.0,73.0,2983.0,294.0,733.0,2682.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",238.0,36,True,2025-06-04 18:21:13.000,2.7.1,42.0,torchaudio,,,,['pytorch'],1986.0,,https://pypi.org/project/torchaudio,2025-06-04 17:43:52.000,1986.0,7523982.0,7523982.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
123,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-07-03 14:42:33.000000,2025-07-03 14:38:40,4343.0,360.0,333.0,67.0,3148.0,113.0,795.0,2526.0,Adaptive Experimentation Platform.,188.0,36,True,2025-05-08 22:36:37.000,1.0.0,45.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],1065.0,1002.0,https://pypi.org/project/ax-platform,2025-05-08 22:36:37.000,63.0,183425.0,184283.0,https://anaconda.org/conda-forge/ax-platform,2025-05-09 16:55:05.721,42080.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
124,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-07-03 10:39:43.000000,2025-07-03 10:35:27,2204.0,80.0,433.0,33.0,1958.0,71.0,891.0,2301.0,"Machine learning metrics for distributed, scalable PyTorch applications.",279.0,36,True,2025-06-13 15:33:34.000,1.7.3,60.0,metrics,conda-forge/torchmetrics,,,['pytorch'],44042.0,44038.0,https://pypi.org/project/metrics,2025-02-26 14:13:26.000,4.0,5461.0,44423.0,https://anaconda.org/conda-forge/torchmetrics,2025-06-16 06:55:27.640,2019321.0,,,,,2.0,6712.0,,,,,,Lightning-AI/torchmetrics,,,,,,,,,,,,,
125,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-05-27 21:33:34.000000,2025-05-27 21:33:34,1604.0,12.0,435.0,50.0,1559.0,193.0,702.0,1701.0,Exploratory analysis of Bayesian models with Python.,177.0,36,True,2025-03-06 16:06:50.000,0.21.0,40.0,arviz,conda-forge/arviz,,,,11693.0,11328.0,https://pypi.org/project/arviz,2025-03-06 16:06:50.000,365.0,1740727.0,1779581.0,https://anaconda.org/conda-forge/arviz,2025-04-22 14:57:05.519,2408852.0,,,,,1.0,182.0,,,,,,,,,,,,,,,,,,,
126,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-06-05 07:30:47.000000,2025-06-05 07:30:47,1555.0,1.0,314.0,31.0,511.0,102.0,514.0,1604.0,Python library for reading and writing image data.,123.0,36,True,2025-01-20 02:42:38.000,2.37.0,97.0,imageio,conda-forge/imageio,,,,182310.0,179695.0,https://pypi.org/project/imageio,2025-01-20 02:42:34.000,2615.0,27190727.0,27324562.0,https://anaconda.org/conda-forge/imageio,2025-04-22 14:56:30.839,8028820.0,,,,,2.0,1832.0,,,,,,,,,,,,,,,,,,,
127,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-06-16 20:51:43.000000,2025-05-25 02:51:45,1618.0,4.0,219.0,33.0,735.0,40.0,599.0,1131.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,71.0,36,True,2025-02-16 04:27:19.000,3.7.1,65.0,pyproj,conda-forge/pyproj,,,,47795.0,45847.0,https://pypi.org/project/pyproj,2025-02-16 04:27:19.000,1948.0,11999322.0,12178787.0,https://anaconda.org/conda-forge/pyproj,2025-04-22 14:56:20.271,10767909.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
128,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-04-22 14:57:35.730000,2022-06-10 09:12:18,238.0,,13504.0,1566.0,241.0,795.0,594.0,55008.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,2020-02-20 14:26:01.000,1.3.0,23.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],5635.0,5519.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,116.0,217641.0,218273.0,https://anaconda.org/conda-forge/face_recognition,2025-04-22 14:57:35.730,35865.0,,,,,2.0,1421.0,,,,,,,,,,,,,,,,,,,
129,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2025-07-03 14:30:45.000000,2025-07-03 14:29:14,9359.0,1007.0,3442.0,276.0,10032.0,131.0,814.0,29524.0,You like pytorch? You like micrograd? You love tinygrad!.,409.0,35,True,2025-05-14 22:45:47.000,0.10.3,12.0,,,,,['pytorch'],240.0,240.0,,,,,,,,,,,,,1.0,,,,,,,tinygrad/tinygrad,,,,,,,,,,,,,
130,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2025-07-03 15:16:21.000000,2025-05-23 10:02:04,4326.0,206.0,1665.0,135.0,4948.0,348.0,1182.0,24460.0,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also..",133.0,35,True,2025-05-23 13:09:01.000,1.14.1,99.0,,,,,,117.0,117.0,,,,,8285.0,,,,,,,,2.0,422535.0,,,,,,,,,,,,,,,,,,,
131,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-05-30 11:37:13.000000,2025-05-30 11:33:16,830.0,12.0,4582.0,452.0,477.0,442.0,1739.0,19361.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,187.0,35,True,2025-05-30 11:37:13.000,1.1.7-patched,20.0,fbprophet,conda-forge/prophet,,,,112.0,21.0,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,91.0,136635.0,165397.0,https://anaconda.org/conda-forge/prophet,2025-04-22 14:57:50.177,1465315.0,,,,,1.0,3112.0,,,,,,,,,,,,,,,,,,,
132,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-04-29 06:00:37.000000,2025-01-26 07:01:34,1702.0,,2855.0,378.0,485.0,6.0,1933.0,15384.0,Python Echarts Plotting Library.,45.0,35,True,2025-01-24 03:13:18.000,2.0.8,76.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5706.0,5483.0,https://pypi.org/project/pyecharts,2025-01-24 03:10:03.000,223.0,290297.0,290299.0,,,,,,,,2.0,74.0,,,,,,,-2.0,,,,,,,,,,,,
133,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2025-04-22 14:57:06.395000,2020-06-01 14:58:26,2913.0,,2444.0,227.0,349.0,310.0,226.0,14610.0,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,26475.0,26210.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,265.0,394209.0,397268.0,https://anaconda.org/conda-forge/imgaug,2025-04-22 14:57:06.395,223333.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
134,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2025-04-22 14:56:58.184000,2022-12-08 17:49:19,746.0,,1085.0,134.0,246.0,371.0,274.0,9444.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,106333.0,104964.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1369.0,7811860.0,7815310.0,https://anaconda.org/conda-forge/pydub,2025-04-22 14:56:58.184,179435.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
135,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-07-03 13:34:40.000000,2025-07-03 13:04:04,41150.0,581.0,952.0,157.0,12281.0,1094.0,5963.0,9019.0,cuDF - GPU DataFrame Library.,307.0,35,True,2025-06-05 17:31:28.000,25.06.00,62.0,cudf,,,,,84.0,62.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,22.0,2770.0,2770.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
136,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-05-18 15:01:35.000000,2025-05-18 15:01:35,786.0,28.0,2416.0,274.0,215.0,325.0,342.0,8783.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",54.0,35,True,2025-05-12 23:42:38.000,3.14.3,66.0,SpeechRecognition,conda-forge/speechrecognition,,,,751.0,21.0,https://pypi.org/project/SpeechRecognition,2025-05-12 23:42:23.000,730.0,1563216.0,1567862.0,https://anaconda.org/conda-forge/speechrecognition,2025-05-12 19:22:07.059,274123.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
137,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-07-03 11:41:51.000000,2025-07-03 11:40:20,410.0,12.0,1574.0,131.0,193.0,6.0,380.0,8300.0,A Python implementation of global optimization with gaussian processes.,51.0,35,True,2025-07-02 08:57:48.000,3.0.1,24.0,bayesian-optimization,,,,,4022.0,3833.0,https://pypi.org/project/bayesian-optimization,2025-07-02 08:57:48.000,189.0,407755.0,407756.0,,,,,,,,1.0,177.0,,,,,,bayesian-optimization/BayesianOptimization,1.0,,,,,,,,,,,,
138,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-07-03 09:06:35.000000,2025-07-03 09:06:33,3610.0,79.0,850.0,80.0,3999.0,135.0,990.0,7845.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",262.0,35,True,2025-06-30 02:33:59.000,1.4.17,197.0,bentoml,,,,,2779.0,2737.0,https://pypi.org/project/bentoml,2025-06-30 02:33:59.000,42.0,89339.0,89350.0,,,,,,,,2.0,358.0,,,,,,,,,,,,,,,,,,,
