,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
158,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2025-04-22 14:56:20.833000,2025-02-20 23:53:44,1571.0,,209.0,46.0,634.0,40.0,779.0,1201.0,Fiona reads and writes geographic data files.,78.0,32,True,2024-09-16 20:20:31.000,1.10.1,117.0,,fiona,conda-forge/fiona,,,,26980.0,26597.0,https://pypi.org/project/fiona,2024-09-16 20:14:20.000,383.0,https://anaconda.org/conda-forge/fiona,2025-04-22 14:56:20.833,7298742.0,119651.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
159,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-08-12 17:10:20.000000,2025-08-12 17:10:20,15114.0,111.0,445.0,54.0,2379.0,162.0,883.0,777.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",169.0,32,False,2025-03-16 06:33:35.000,1.11.0,30.0,,dipy,conda-forge/dipy,,,,1706.0,1570.0,https://pypi.org/project/dipy,2025-03-16 06:33:35.000,136.0,https://anaconda.org/conda-forge/dipy,2025-04-22 14:56:23.610,681828.0,11556.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
160,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-04-22 14:56:42.880000,2024-03-13 15:16:33,391.0,,4719.0,846.0,268.0,555.0,611.0,26319.0,Library for fast text representation and classification.,68.0,31,False,2024-06-12 09:44:40.000,0.9.3,37.0,,fasttext,conda-forge/fasttext,,,,8305.0,8058.0,https://pypi.org/project/fasttext,2024-06-12 09:44:40.000,247.0,https://anaconda.org/conda-forge/fasttext,2025-04-22 14:56:42.880,144416.0,2447.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
161,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2025-04-22 14:57:35.321000,2020-10-14 16:36:49,6226.0,,4706.0,1017.0,1871.0,363.0,660.0,18805.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,31,False,2020-10-05 15:46:20.429,1.4.1,30.0,,zipline,conda-forge/zipline,,,,1053.0,1043.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,10.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,11052.0,187.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
162,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2025-07-31 20:02:11.000000,2025-07-31 19:50:51,1344.0,3.0,2260.0,334.0,1613.0,403.0,1867.0,14566.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",176.0,31,True,2023-06-12 09:28:02.604,0.28.1,77.0,,horovod,,,,,1451.0,1417.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,34.0,,,,,,,,,2.0,,,,,,,,stable/horovod,,,,,,,,,,,
163,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-07-31 23:53:10.000000,2025-07-31 23:53:10,4417.0,1.0,3018.0,175.0,5074.0,539.0,2362.0,14027.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",297.0,31,True,2024-09-03 04:16:25.000,2.4.0,453.0,,dgl,,,,,4267.0,4119.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
164,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-07-22 13:11:02.000000,2025-07-15 17:22:56,2696.0,3.0,760.0,104.0,511.0,621.0,1282.0,10273.0,An open source multi-tool for exploring and publishing data.,82.0,31,True,2024-11-29 01:18:11.000,0.65.1,157.0,,datasette,conda-forge/datasette,,,,2050.0,1586.0,https://pypi.org/project/datasette,2025-04-22 05:45:11.000,464.0,https://anaconda.org/conda-forge/datasette,2025-04-22 14:57:50.610,68361.0,1315.0,,,,,2.0,74.0,,,,,,,,datasette,,,,,,,,,,
165,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2025-08-12 18:33:02.000000,2025-08-12 18:31:21,549.0,9.0,1579.0,283.0,442.0,303.0,643.0,9963.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,86.0,31,False,2025-07-03 21:14:13.000,1.1.0,65.0,,tpot,conda-forge/tpot,,,['sklearn'],3590.0,3544.0,https://pypi.org/project/tpot,2025-07-03 21:14:13.000,46.0,https://anaconda.org/conda-forge/tpot,2025-07-07 02:18:11.467,310579.0,5009.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
166,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-08-12 08:56:49.000000,2025-08-12 08:55:51,713.0,2.0,371.0,65.0,142.0,35.0,164.0,9120.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",34.0,31,True,2025-02-09 03:17:01.000,0.8.1,16.0,,einops,conda-forge/einops,,,,83417.0,80860.0,https://pypi.org/project/einops,2025-02-09 03:17:01.000,2557.0,https://anaconda.org/conda-forge/einops,2025-04-22 14:57:12.206,429864.0,7411.0,,,,,2.0,,-1.0,,,,,,,,,,,,,,,,,
167,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-05-18 15:01:35.000000,2025-05-18 15:01:35,786.0,21.0,2416.0,275.0,216.0,325.0,342.0,8828.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",54.0,31,True,2025-05-12 23:42:38.000,3.14.3,66.0,,SpeechRecognition,conda-forge/speechrecognition,,,,751.0,21.0,https://pypi.org/project/SpeechRecognition,2025-05-12 23:42:23.000,730.0,https://anaconda.org/conda-forge/speechrecognition,2025-05-12 19:22:07.059,300684.0,5011.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
168,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2025-04-22 14:57:07.942000,2024-08-01 18:55:53,10421.0,,1931.0,347.0,3433.0,143.0,1142.0,8595.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,338.0,31,True,2024-08-08 17:57:21.000,9.10.0,30.0,,vowpalwabbit,conda-forge/vowpalwabbit,,,,42.0,2.0,https://pypi.org/project/vowpalwabbit,2024-08-08 17:57:21.000,40.0,https://anaconda.org/conda-forge/vowpalwabbit,2025-04-22 14:57:07.942,387484.0,6680.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
169,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-06-17 04:13:51.000000,2025-06-13 01:59:41,551.0,2.0,863.0,83.0,300.0,88.0,377.0,7965.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",85.0,31,True,2025-06-10 22:37:05.000,2.6.4,25.0,,tensorboardX,conda-forge/tensorboardx,,,,60051.0,59310.0,https://pypi.org/project/tensorboardX,2025-06-10 22:37:05.000,741.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1317109.0,21596.0,,,,,2.0,493.0,,,,,,,,,,,,,,,,,,
170,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2025-08-09 12:49:45.000000,2025-05-19 17:05:09,3299.0,1.0,1000.0,135.0,708.0,66.0,1203.0,7818.0,Python library for audio and music analysis.,126.0,31,True,2025-03-11 15:09:52.000,0.11.0,46.0,,librosa,conda-forge/librosa,,,,1627.0,,https://pypi.org/project/librosa,2025-03-11 15:09:52.000,1627.0,https://anaconda.org/conda-forge/librosa,2025-04-22 14:56:25.574,973950.0,15966.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
171,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2025-05-26 20:08:15.000000,2024-12-27 12:36:14,1223.0,,1051.0,118.0,280.0,143.0,657.0,7458.0,Distributed Asynchronous Hyperparameter Optimization in Python.,105.0,31,True,2021-11-17 10:07:00.808,0.2.7,13.0,,hyperopt,conda-forge/hyperopt,,,,22600.0,22147.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,453.0,https://anaconda.org/conda-forge/hyperopt,2025-04-22 14:56:55.071,851536.0,14681.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
172,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-08-11 03:18:35.966000,2025-08-08 21:07:48,331.0,53.0,1199.0,204.0,293.0,141.0,381.0,6789.0,Official Kaggle API.,49.0,31,True,2025-05-08 21:11:47.000,1.7.4.5,80.0,,kaggle,conda-forge/kaggle,,,,262.0,21.0,https://pypi.org/project/kaggle,2025-05-08 21:17:18.000,241.0,https://anaconda.org/conda-forge/kaggle,2025-08-11 03:18:35.966,242787.0,4115.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
173,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-08-11 10:44:43.000000,2025-08-11 10:44:43,1122.0,7.0,398.0,81.0,569.0,66.0,472.0,6094.0,A scikit-learn compatible neural network library that wraps PyTorch.,67.0,31,True,2025-08-08 11:11:48.000,1.2.0,22.0,,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1832.0,1723.0,https://pypi.org/project/skorch,2025-08-08 11:04:49.000,109.0,https://anaconda.org/conda-forge/skorch,2025-08-08 23:21:44.730,805059.0,13645.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
174,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2025-04-22 14:57:21.231000,2022-10-17 02:18:00,30611.0,,1366.0,279.0,6588.0,12.0,2032.0,5912.0,A flexible framework of neural networks for deep learning.,328.0,31,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,,chainer,conda-forge/chainer,,,,3488.0,3430.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,58.0,https://anaconda.org/conda-forge/chainer,2025-04-22 14:57:21.231,24471.0,370.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
175,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-08-11 22:16:03.000000,2025-08-05 14:32:11,3629.0,3.0,443.0,32.0,3445.0,14.0,2203.0,4631.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,114.0,31,True,2025-03-11 08:58:41.000,2.8.0,100.0,argilla-io/argilla,rubrix,conda-forge/rubrix,,,,3058.0,3058.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,https://anaconda.org/conda-forge/rubrix,2025-04-22 14:58:07.112,49118.0,1116.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
176,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-08-12 12:42:22.000000,2025-08-12 12:42:22,2010.0,50.0,686.0,43.0,1024.0,545.0,355.0,4438.0,Time series forecasting with PyTorch.,76.0,31,True,2025-06-13 20:43:02.000,1.4.0,39.0,sktime/pytorch-forecasting,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,692.0,667.0,https://pypi.org/project/pytorch-forecasting,2025-06-14 07:56:20.000,25.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-07-05 15:50:09.806,83162.0,1409.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
177,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-08-01 13:54:58.000000,2025-08-01 13:54:56,12231.0,2.0,1116.0,154.0,472.0,716.0,765.0,4362.0,Probabilistic reasoning and statistical analysis in TensorFlow.,502.0,31,True,2024-11-08 16:30:13.000,0.25.0,53.0,,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],622.0,4.0,https://pypi.org/project/tensorflow-probability,2024-11-08 16:25:57.000,618.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-04-22 14:57:01.266,191782.0,3551.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,
178,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2025-07-26 15:19:34.264000,2021-10-12 13:32:38,1570.0,,545.0,62.0,546.0,318.0,393.0,2785.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,31,False,2024-06-04 19:12:54.000,0.10.2,23.0,,scikit-optimize,conda-forge/scikit-optimize,,,,8960.0,8592.0,https://pypi.org/project/scikit-optimize,2024-06-04 19:12:54.000,368.0,https://anaconda.org/conda-forge/scikit-optimize,2025-07-26 15:19:34.264,802796.0,13379.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
179,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2025-07-25 21:31:16.407000,2025-06-08 20:24:32,1618.0,2.0,291.0,57.0,144.0,86.0,200.0,1977.0,"CUDA integration for Python, plus shiny features.",82.0,31,True,2025-06-08 20:27:50.000,2025.1.1,57.0,,pycuda,conda-forge/pycuda,,,,4104.0,3926.0,https://pypi.org/project/pycuda,2025-06-08 20:27:29.000,178.0,https://anaconda.org/conda-forge/pycuda,2025-07-25 21:31:16.407,1062625.0,20049.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
180,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2025-08-11 11:39:33.000000,2025-08-11 11:39:29,1329.0,79.0,218.0,22.0,185.0,30.0,219.0,1218.0,Survival analysis built on top of scikit-learn.,22.0,31,False,2025-03-25 22:02:59.000,0.24.1,32.0,,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],971.0,927.0,https://pypi.org/project/scikit-survival,2025-03-25 22:02:59.000,44.0,https://anaconda.org/conda-forge/scikit-survival,2025-04-22 14:58:04.628,275118.0,6113.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
181,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,,2011-04-06 02:51:33.000,2025-08-11 14:20:42.000000,2025-08-11 14:20:41,3483.0,78.0,247.0,49.0,449.0,78.0,292.0,1109.0,"OpenCL integration for Python, plus shiny features.",98.0,31,False,2025-07-27 19:57:53.000,2025.2.6,110.0,,pyopencl,conda-forge/pyopencl,,,,2544.0,2335.0,https://pypi.org/project/pyopencl,2025-07-27 19:57:53.000,209.0,https://anaconda.org/conda-forge/pyopencl,2025-07-28 18:03:07.788,1931117.0,31147.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
182,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-08-12 12:48:09.000000,2025-08-11 03:16:35,3384.0,50.0,128.0,14.0,374.0,7.0,214.0,869.0,Python bindings for MPI.,27.0,31,True,2025-06-25 08:45:04.000,4.1.0,33.0,,mpi4py,conda-forge/mpi4py,,,,926.0,,https://pypi.org/project/mpi4py,2025-06-25 08:41:38.000,926.0,https://anaconda.org/conda-forge/mpi4py,2025-08-07 03:36:15.344,4190929.0,72860.0,,,,,2.0,36793.0,,,,,,,,,,,,,,,,,,
183,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2025-08-05 16:44:27.000000,2025-08-03 16:34:26,1439.0,130.0,183.0,37.0,143.0,18.0,93.0,805.0,Snowball compiler and stemming algorithms.,38.0,31,True,2025-05-09 16:34:50.000,3.0.1,13.0,,snowballstemmer,conda-forge/snowballstemmer,,,,561.0,11.0,https://pypi.org/project/snowballstemmer,2025-05-09 16:34:50.000,550.0,https://anaconda.org/conda-forge/snowballstemmer,2025-05-20 13:59:21.629,10429135.0,189620.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
184,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2025-07-11 08:39:10.000000,2025-07-11 08:39:10,17395.0,30.0,113.0,24.0,3652.0,557.0,3421.0,594.0,"Keep code, data, containers under control with git and git-annex.",60.0,31,True,2025-07-02 09:26:19.000,1.2.1,124.0,,datalad,conda-forge/datalad,,,,638.0,532.0,https://pypi.org/project/datalad,2025-07-02 09:26:19.000,106.0,https://anaconda.org/conda-forge/datalad,2025-07-03 16:23:38.568,925939.0,14934.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
185,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-07-29 19:10:09.000000,2025-07-29 19:05:30,9242.0,103.0,3191.0,283.0,1337.0,160.0,726.0,20602.0,Best Practices on Recommendation Systems.,141.0,30,True,2024-12-24 07:39:57.000,1.2.1,14.0,recommenders-team/recommenders,recommenders,,,,,181.0,177.0,https://pypi.org/project/recommenders,2024-12-24 07:18:07.000,4.0,,,,9.0,,,,,1.0,766.0,,,,,,,,,,,,,,,,,,
186,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-08-11 16:34:16.000000,2025-01-14 10:26:14,32383.0,,4832.0,357.0,6451.0,139.0,6645.0,20523.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",597.0,30,True,2025-01-14 10:40:21.000,3.6.21,374.0,,rasa,,,,['tensorflow'],60.0,,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
187,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-07-31 01:37:38.000000,2025-01-26 07:01:34,1702.0,,2855.0,378.0,486.0,10.0,1934.0,15461.0,Python Echarts Plotting Library.,45.0,30,True,2025-01-24 03:13:18.000,2.0.8,76.0,,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5732.0,5509.0,https://pypi.org/project/pyecharts,2025-01-24 03:10:03.000,223.0,,,,2.0,,,,,2.0,74.0,,,,,,,,,,,,,,,,,,
188,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2025-04-22 14:56:30.659000,2021-07-29 23:17:25,531.0,,1841.0,262.0,121.0,124.0,535.0,11965.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,30,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,,lime,conda-forge/lime,,,,9617.0,9414.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,203.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,280466.0,4523.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
189,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2025-04-22 14:56:26.236000,2025-04-12 19:24:14,581.0,,2333.0,215.0,266.0,140.0,421.0,10432.0,A little word cloud generator in Python.,73.0,30,True,2024-11-10 14:34:59.000,1.9.4,21.0,,wordcloud,conda-forge/wordcloud,,,,567.0,21.0,https://pypi.org/project/wordcloud,2024-11-10 14:34:59.000,546.0,https://anaconda.org/conda-forge/wordcloud,2025-04-22 14:56:26.236,721003.0,11819.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
190,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-08-04 11:29:45.000000,2025-08-04 11:29:40,873.0,4.0,1299.0,420.0,99.0,32.0,161.0,9876.0,TensorFlow-based neural network library.,61.0,30,True,2024-01-02 11:15:06.000,2.0.2,29.0,google-deepmind/sonnet,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1483.0,1464.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,19.0,https://anaconda.org/conda-forge/sonnet,2025-04-22 14:57:17.453,45044.0,652.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
191,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,,1399.0,299.0,897.0,151.0,760.0,9258.0,AutoML library for deep learning.,146.0,30,True,2024-03-20 21:40:33.000,2.0.0,59.0,,autokeras,,,,['tensorflow'],895.0,882.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,,,,213.0,,,,,2.0,19843.0,,,,,,,,,,,,,,,,,,
192,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2025-04-22 14:57:32.711000,2024-02-20 22:38:05,385.0,,2165.0,285.0,98.0,311.0,447.0,8823.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,30,False,2023-01-02 17:10:24.749,3.0.3,13.0,,imageai,conda-forge/imageai,,,,1820.0,1801.0,https://pypi.org/project/imageai,2023-01-02 17:10:24.749,19.0,https://anaconda.org/conda-forge/imageai,2025-04-22 14:57:32.711,9804.0,11234.0,,,,,2.0,974523.0,,,,,,,,,,,,,,,,,,
193,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2025-08-12 12:54:08.000000,2025-08-01 15:13:51,1368.0,25.0,945.0,62.0,1147.0,246.0,1492.0,8821.0,A python library for user-friendly forecasting and anomaly detection on time series.,135.0,30,True,2025-06-29 12:36:20.000,0.36.0,49.0,,u8darts,conda-forge/u8darts-all,unit8/darts,,,10.0,,https://pypi.org/project/u8darts,2025-06-29 12:36:20.000,10.0,https://anaconda.org/conda-forge/u8darts-all,2025-06-30 09:34:00.222,87247.0,1802.0,https://hub.docker.com/r/unit8/darts,2025-06-29 12:30:25.318149,,1866.0,2.0,,,,,,,,,,,,,,,,,,,
194,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-08-14 01:08:14.000000,2025-08-14 00:38:43,3630.0,48.0,866.0,80.0,4018.0,135.0,995.0,7979.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",264.0,30,True,2025-08-14 01:08:14.000,1.4.21,201.0,,bentoml,,,,,2804.0,2761.0,https://pypi.org/project/bentoml,2025-08-14 01:08:14.000,43.0,,,,8.0,,,,,2.0,270.0,,,,,,,,,,,,,,,,,,
195,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2025-07-22 12:12:09.000000,2025-07-17 16:22:48,1911.0,8.0,848.0,126.0,302.0,512.0,344.0,7904.0,Uniform Manifold Approximation and Projection.,142.0,30,True,2025-07-02 23:35:45.000,release-0.5.9.post2,43.0,,umap-learn,conda-forge/umap-learn,,,,1336.0,1.0,https://pypi.org/project/umap-learn,2025-07-03 00:18:01.000,1335.0,https://anaconda.org/conda-forge/umap-learn,2025-07-03 12:14:59.781,3122657.0,50365.0,,,,,2.0,,-1.0,,,,,,,,,,,,,,,,,
196,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-08-04 20:05:26.000000,2024-11-13 18:39:43,1380.0,,889.0,157.0,1740.0,154.0,865.0,7517.0,An open source python library for automated feature engineering.,75.0,30,True,2024-05-14 18:59:58.000,1.31.0,106.0,,featuretools,conda-forge/featuretools,,,,2177.0,2103.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,261605.0,4219.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
197,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2025-08-14 14:52:39.946000,2025-08-14 14:22:56,896.0,8.0,1312.0,141.0,533.0,54.0,576.0,7028.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,89.0,30,True,2025-08-14 14:32:18.000,0.14.0,40.0,,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],603.0,,https://pypi.org/project/imbalanced-learn,2025-08-14 14:15:30.000,603.0,https://anaconda.org/conda-forge/imbalanced-learn,2025-08-14 14:52:39.946,725494.0,11701.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
