,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id
87,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,9596.0,370.0,3182.0,1889.0,6748.0,31720.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,37,False,,2024-01-05 06:25:30.000,3.3.0,53.0,,mmdet,,,,['pytorch'],4104.0,4021.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,83.0,381337.0,381337.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
88,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2025-09-23 19:54:00.000000,2025-09-14 20:02:33,4039.0,2158.0,192.0,218.0,142.0,1142.0,31294.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",117.0,37,True,26.0,2025-09-12 08:37:17.000,16.11.0,256.0,,ocrmypdf,conda-forge/ocrmypdf,,,,1454.0,1402.0,https://pypi.org/project/ocrmypdf,2025-09-12 08:36:51.000,52.0,386673.0,389254.0,https://anaconda.org/conda-forge/ocrmypdf,2025-04-22 14:57:47.405,110086.0,,,,,1.0,14506.0,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,
89,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2025-08-18 12:46:19.000000,2025-08-18 12:46:19,2371.0,5698.0,509.0,198.0,1199.0,1393.0,26601.0,State-of-the-art 2D and 3D Face Analysis Project.,66.0,37,True,4.0,2023-04-02 08:03:01.222,0.7.3,28.0,,insightface,,,,['mxnet'],4782.0,4752.0,https://pypi.org/project/insightface,2022-12-17 02:14:00.699,30.0,589027.0,933291.0,,,,,,,,2.0,9983665.0,,,,,,,,,,,,,,,,,,
90,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-08-18 19:55:31.000000,2025-06-12 19:41:27,6684.0,2120.0,196.0,1299.0,24.0,2369.0,14294.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,277.0,37,True,,2025-02-05 14:46:22.000,0.15.1,35.0,,flair,conda-forge/python-flair,,,['pytorch'],4233.0,4076.0,https://pypi.org/project/flair,2025-02-05 14:45:41.000,157.0,180818.0,181587.0,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,47713.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
91,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2025-09-25 14:28:45.000000,2025-09-18 08:01:20,6640.0,4206.0,263.0,2063.0,1154.0,4995.0,13062.0,Open-source simulator for autonomous driving research.,185.0,37,True,22.0,2025-09-16 09:32:23.000,0.9.16,28.0,,carla,,,,,1111.0,1095.0,https://pypi.org/project/carla,2025-09-14 07:54:35.000,16.0,15709.0,15709.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
92,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2025-04-22 14:56:25.718000,2024-01-15 03:16:24,28133.0,2488.0,532.0,4122.0,697.0,2089.0,9960.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,37,False,,2020-07-27 16:13:54.000,1.0.5,45.0,,theano,conda-forge/theano,,,,16418.0,16246.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,172.0,96594.0,120186.0,https://anaconda.org/conda-forge/theano,2025-04-22 14:56:25.718,2595168.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
93,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2025-07-26 22:24:06.000000,2022-12-08 17:49:19,746.0,1103.0,135.0,250.0,371.0,276.0,9571.0,Manipulate audio with a simple and easy high level interface.,95.0,37,False,,2021-03-10 02:10:41.000,0.25.1,68.0,,pydub,conda-forge/pydub,,,,107608.0,106239.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1369.0,10789243.0,10792966.0,https://anaconda.org/conda-forge/pydub,2025-04-22 14:56:58.184,201082.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
94,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-09-05 04:34:06.000000,2025-04-29 22:21:52,1895.0,1424.0,151.0,262.0,231.0,155.0,9469.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",64.0,37,True,,2025-04-29 22:28:31.000,2.0.5,97.0,,pyod,conda-forge/pyod,,,,5582.0,5450.0,https://pypi.org/project/pyod,2025-04-29 22:26:57.000,132.0,807491.0,810146.0,https://anaconda.org/conda-forge/pyod,2025-04-30 06:08:34.747,169953.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
95,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2025-09-22 20:49:55.000000,2025-09-16 02:11:41,639.0,1169.0,258.0,239.0,71.0,209.0,9432.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",37.0,37,True,10.0,2025-01-13 23:03:01.000,0.19.0,62.0,,textblob,conda-forge/textblob,,,,60678.0,60273.0,https://pypi.org/project/textblob,2025-01-13 23:03:01.000,405.0,1503714.0,1506745.0,https://anaconda.org/conda-forge/textblob,2025-04-22 14:56:26.678,330418.0,,,,,1.0,136.0,,,,,,,,,,,,,,,,,,
96,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2025-09-23 08:00:01.000000,2025-09-23 07:59:57,1507.0,913.0,210.0,308.0,185.0,255.0,7357.0,Efficiently computes derivatives of NumPy code.,64.0,37,True,19.0,2025-05-05 12:49:00.000,1.8.0,31.0,,autograd,conda-forge/autograd,,,,14335.0,14021.0,https://pypi.org/project/autograd,2025-05-05 12:49:00.000,314.0,3831811.0,3848752.0,https://anaconda.org/conda-forge/autograd,2025-05-05 13:26:33.574,660702.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
97,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2025-09-22 19:17:15.000000,2025-09-22 19:17:15,3270.0,1262.0,95.0,3665.0,463.0,2853.0,6862.0,AI Toolkit for Healthcare Imaging.,236.0,37,True,28.0,2025-09-22 18:00:49.000,1.5.1,107.0,,monai,conda-forge/monai,,,['pytorch'],4681.0,4479.0,https://pypi.org/project/monai,2025-09-22 17:39:57.000,202.0,380575.0,381867.0,https://anaconda.org/conda-forge/monai,2025-09-22 17:59:15.706,58153.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
98,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2025-09-25 00:52:24.000000,2025-09-24 20:19:11,5344.0,732.0,86.0,3057.0,431.0,818.0,6816.0,Flax is a neural network library for JAX that is designed for flexibility.,281.0,37,True,186.0,2025-08-28 17:56:32.000,0.11.2,58.0,,flax,conda-forge/flax,,,['jax'],16000.0,15288.0,https://pypi.org/project/flax,2025-08-28 17:56:32.000,712.0,2681043.0,2683314.0,https://anaconda.org/conda-forge/flax,2025-04-22 14:57:49.496,122643.0,,,,,2.0,61.0,,,,,,,,,,,,,,,,,,
99,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-09-25 15:35:06.000000,2025-09-25 13:13:14,6005.0,692.0,49.0,6711.0,464.0,1256.0,2818.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",207.0,37,True,440.0,2025-08-20 21:15:56.000,0.42.3,67.0,,pennylane,conda-forge/pennylane,,,,1903.0,1862.0,https://pypi.org/project/pennylane,2025-08-20 21:15:56.000,41.0,194645.0,201913.0,https://anaconda.org/conda-forge/pennylane,2025-04-22 14:58:05.852,334300.0,,,,,1.0,101.0,,,,,,,,,,,,,,,,,,
100,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2025-09-25 11:34:36.000000,2025-09-13 09:49:39,2442.0,710.0,69.0,3124.0,323.0,740.0,2738.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",243.0,37,True,89.0,2025-08-06 17:08:37.000,2.8.0,43.0,,torchaudio,,,,['pytorch'],2161.0,,https://pypi.org/project/torchaudio,2025-08-06 14:58:32.000,2161.0,10172871.0,10172871.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
101,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2025-09-20 13:39:05.000000,2025-09-20 13:39:05,3958.0,542.0,141.0,1303.0,151.0,1738.0,2407.0,Rasterio reads and writes geospatial raster datasets.,171.0,37,True,20.0,2024-12-02 16:44:51.000,1.4.3,166.0,,rasterio,conda-forge/rasterio,,,,20033.0,18497.0,https://pypi.org/project/rasterio,2024-12-02 14:48:24.000,1536.0,2655111.0,2747062.0,https://anaconda.org/conda-forge/rasterio,2025-09-17 18:20:14.801,5148863.0,,,,,2.0,1023.0,,,,,,,,,,,,,,,,,,
102,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2025-09-24 22:25:43.000000,2025-09-24 22:20:52,1276.0,219.0,32.0,51.0,12.0,178.0,1750.0,Simple Python interface for Graphviz.,24.0,37,True,19.0,2024-03-21 07:50:43.000,0.20.3,59.0,,graphviz,anaconda/python-graphviz,,,,97254.0,94102.0,https://pypi.org/project/graphviz,2025-06-15 09:35:04.000,3152.0,23308980.0,23309551.0,https://anaconda.org/anaconda/python-graphviz,2025-04-22 15:32:21.966,57768.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,
103,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-09-14 14:27:52.000000,2025-09-14 14:27:52,1562.0,324.0,31.0,521.0,103.0,517.0,1646.0,Python library for reading and writing image data.,125.0,37,True,7.0,2025-01-20 02:42:38.000,2.37.0,97.0,,imageio,conda-forge/imageio,,,,183654.0,181039.0,https://pypi.org/project/imageio,2025-01-20 02:42:34.000,2615.0,33280615.0,33415288.0,https://anaconda.org/conda-forge/imageio,2025-04-22 14:56:30.839,8348399.0,,,,,2.0,1864.0,,,,,,,,,,,,,,,,,,
104,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-09-16 21:30:06.000000,2025-09-12 17:28:56,1644.0,224.0,33.0,747.0,45.0,611.0,1159.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,72.0,37,True,26.0,2025-08-14 12:03:51.000,3.7.2,68.0,,pyproj,conda-forge/pyproj,,,,48764.0,46434.0,https://pypi.org/project/pyproj,2025-08-14 12:03:51.000,2330.0,13404869.0,13588085.0,https://anaconda.org/conda-forge/pyproj,2025-09-15 17:28:23.877,11359431.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
105,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2025-04-22 14:56:34.345000,2020-02-15 08:33:35,523.0,6713.0,1270.0,167.0,674.0,229.0,34407.0,Chinese Words Segmentation Utilities.,49.0,36,False,,2020-01-20 14:27:23.000,0.42.1,32.0,,jieba,conda-forge/jieba,,,,40944.0,40106.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,838.0,1053529.0,1057482.0,https://anaconda.org/conda-forge/jieba,2025-04-22 14:56:34.345,205556.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
106,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-09-09 17:55:23.000000,2025-09-09 17:55:19,2329.0,6601.0,425.0,1371.0,1343.0,3056.0,31835.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,429.0,36,True,1.0,2022-06-27 19:32:58.000,0.12.2,16.0,,fairseq,conda-forge/fairseq,,,['pytorch'],4476.0,4359.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,117.0,92576.0,95173.0,https://anaconda.org/conda-forge/fairseq,2025-05-30 03:16:57.843,160771.0,,,,,2.0,431.0,,,,,,,,,,,,,,,,,,
107,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-09-25 14:30:13.000000,2025-09-25 14:29:57,9326.0,2996.0,313.0,261.0,20.0,1207.0,31451.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,36,True,210.0,2025-09-19 15:38:19.000,8.6.5,741.0,,netron,,,,"['pytorch', 'tensorflow']",104.0,13.0,https://pypi.org/project/netron,2025-09-19 15:38:19.000,91.0,39357.0,123130.0,,,,,,,,1.0,83773.0,,,,,,,,,,,,,,,,,,
108,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-07-31 01:37:38.000000,2025-01-26 07:01:34,1702.0,2855.0,377.0,486.0,10.0,1934.0,15528.0,Python Echarts Plotting Library.,45.0,36,True,,2025-01-24 03:13:18.000,2.0.8,76.0,,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5752.0,5529.0,https://pypi.org/project/pyecharts,2025-01-24 03:10:03.000,223.0,371670.0,371672.0,,,,,,,,2.0,75.0,,,,,,,,,,,,,,,,,,
109,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-06-25 23:21:43.000000,2025-06-25 23:21:40,1332.0,1686.0,125.0,1259.0,211.0,1260.0,15161.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,172.0,36,True,,2025-05-27 21:22:56.000,2.0.8,88.0,,albumentations,conda-forge/albumentations,,,['pytorch'],726.0,,https://pypi.org/project/albumentations,2025-05-27 21:23:15.000,726.0,5639868.0,5645162.0,https://anaconda.org/conda-forge/albumentations,2025-05-28 13:47:29.423,328234.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
110,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2025-04-22 14:57:06.395000,2020-06-01 14:58:26,2913.0,2444.0,226.0,350.0,310.0,227.0,14675.0,Image augmentation for machine learning experiments.,36.0,36,False,,2020-02-06 06:18:40.000,0.4.0,11.0,,imgaug,conda-forge/imgaug,,,,26554.0,26289.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,265.0,784281.0,787430.0,https://anaconda.org/conda-forge/imgaug,2025-04-22 14:57:06.395,236223.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
111,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2025-09-23 12:41:17.000000,2025-07-31 19:50:51,1344.0,2262.0,332.0,1616.0,403.0,1869.0,14598.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",176.0,36,True,3.0,2023-06-12 09:28:02.604,0.28.1,77.0,,horovod,,,,,1455.0,1421.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,34.0,76826.0,76826.0,,,,,,,,2.0,,,,,,,,stable/horovod,,,,,,,,,,,
112,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,Apache-2.0,2021-01-19 08:37:25.000,2025-09-18 01:55:49.000000,2025-09-18 01:55:45,19092.0,5638.0,67.0,11825.0,943.0,15966.0,14243.0,Convert Machine Learning Code Between Frameworks.,1484.0,36,True,102.0,2025-06-16 00:11:47.000,1.0.0.5,138.0,ivy-llc/ivy,ivy,,,,,16.0,,https://pypi.org/project/ivy,2025-06-16 00:12:14.000,16.0,36080.0,36080.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
113,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-07-31 23:53:10.000000,2025-07-31 23:53:10,4417.0,3018.0,175.0,5076.0,539.0,2362.0,14078.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",297.0,36,True,1.0,2024-09-03 04:16:25.000,2.4.0,453.0,,dgl,,,,,4284.0,4136.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,148394.0,148394.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
114,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2025-09-23 16:06:45.000000,2025-09-19 21:25:00,1578.0,1745.0,150.0,891.0,258.0,590.0,13150.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,139.0,36,True,3.0,2025-09-23 16:00:25.000,4.17.0,74.0,ydataai/ydata-profiling,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",7084.0,6901.0,https://pypi.org/project/pandas-profiling,2023-02-03 17:59:40.571,183.0,357160.0,362409.0,https://anaconda.org/conda-forge/pandas-profiling,2025-04-22 14:56:27.206,571870.0,,,,,2.0,462.0,,,,,,,,,,,,,,,,,,
115,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2025-04-22 14:56:58.676000,2022-11-22 00:42:46,2719.0,2238.0,276.0,3096.0,91.0,2477.0,11879.0,"An open-source NLP research library, built on PyTorch.",267.0,36,False,,2022-10-18 23:54:05.191,2.10.1,265.0,,allennlp,conda-forge/allennlp,,,['pytorch'],4587.0,4462.0,https://pypi.org/project/allennlp,2022-10-18 23:54:05.191,125.0,250315.0,252810.0,https://anaconda.org/conda-forge/allennlp,2025-04-22 14:56:58.676,202116.0,,,,,2.0,71.0,,,,,,,,,,,,,,,,,,
116,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-09-24 20:09:49.000000,2025-09-24 18:13:35,1421.0,882.0,293.0,1873.0,360.0,471.0,9486.0,"Build, Manage and Deploy AI/ML Systems.",115.0,36,True,99.0,2025-09-24 20:09:49.000,2.18.9,225.0,,metaflow,conda-forge/metaflow,,,,995.0,942.0,https://pypi.org/project/metaflow,2025-09-24 20:09:49.000,53.0,419615.0,425000.0,https://anaconda.org/conda-forge/metaflow,2025-09-08 22:23:59.900,333916.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
117,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-09-25 09:05:39.000000,2025-09-24 16:58:34,2681.0,1055.0,97.0,3034.0,429.0,1292.0,9447.0,Fast and Accurate ML in 3 Lines of Code.,141.0,36,True,87.0,2025-07-29 05:12:41.000,1.4.0,1970.0,,autogluon,conda-forge/autogluon,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1233.0,1195.0,https://pypi.org/project/autogluon,2025-09-25 09:05:39.000,38.0,218827.0,220433.0,https://anaconda.org/conda-forge/autogluon,2025-07-30 06:23:59.233,42963.0,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,19.0,19573.0,1.0,,,,,,,,,,,,,,,,,,,
118,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-09-24 08:52:34.000000,2025-09-24 08:04:14,3672.0,875.0,80.0,4061.0,139.0,999.0,8107.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",265.0,36,True,69.0,2025-09-24 08:52:34.000,1.4.25,205.0,,bentoml,,,,,2817.0,2774.0,https://pypi.org/project/bentoml,2025-09-24 08:52:34.000,43.0,121351.0,121356.0,,,,,,,,2.0,164.0,,,,,,,,,,,,,,,,,,
119,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-09-22 17:25:22.000000,2025-09-22 17:25:21,1264.0,708.0,125.0,1033.0,410.0,1160.0,4960.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",199.0,36,True,16.0,2025-04-29 03:56:01.000,8.3,54.0,,coremltools,conda-forge/coremltools,,,,5190.0,5081.0,https://pypi.org/project/coremltools,2025-07-28 17:34:05.000,109.0,1211915.0,1213894.0,https://anaconda.org/conda-forge/coremltools,2025-04-22 14:57:38.011,107467.0,,,,,2.0,15258.0,,,,,,,,,,,,,,,,,,
120,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-09-24 05:19:11.000000,2025-09-03 15:30:32,2646.0,240.0,63.0,162.0,77.0,671.0,4369.0,A Grammar of Graphics for Python.,114.0,36,True,50.0,2025-07-15 21:10:18.000,0.15.0,46.0,,plotnine,conda-forge/plotnine,,,,13039.0,12637.0,https://pypi.org/project/plotnine,2025-07-15 15:55:30.000,402.0,2204041.0,2212527.0,https://anaconda.org/conda-forge/plotnine,2025-07-15 20:51:48.222,534649.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
121,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2025-09-12 13:07:27.000000,2025-06-27 13:03:56,4359.0,1107.0,157.0,1848.0,435.0,923.0,4170.0,Fast data visualization and GUI tools for scientific / engineering applications.,305.0,36,True,,2024-04-29 02:18:56.000,0.13.7,25.0,,pyqtgraph,conda-forge/pyqtgraph,,,,13968.0,12942.0,https://pypi.org/project/pyqtgraph,2024-04-29 02:18:56.000,1026.0,602677.0,616144.0,https://anaconda.org/conda-forge/pyqtgraph,2025-04-22 14:56:31.078,848432.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
122,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2025-09-24 12:27:25.000000,2025-09-05 06:55:29,1260.0,582.0,57.0,1486.0,281.0,590.0,3095.0,"Accelerate inference and training of Transformers, Diffusers, TIMM and Sentence Transformers with easy to use hardware..",153.0,36,True,14.0,2025-07-30 17:15:27.000,1.27.0,82.0,,optimum,conda-forge/optimum,,,,6451.0,6191.0,https://pypi.org/project/optimum,2025-07-30 16:40:42.000,260.0,1537779.0,1538935.0,https://anaconda.org/conda-forge/optimum,2025-07-31 01:11:43.233,47426.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
123,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-09-25 14:20:26.000000,2025-09-25 14:17:35,4665.0,346.0,66.0,3490.0,117.0,809.0,2577.0,Adaptive Experimentation Platform.,195.0,36,True,331.0,2025-09-09 19:59:42.000,1.1.2,48.0,,ax-platform,conda-forge/ax-platform,,,['pytorch'],1101.0,1030.0,https://pypi.org/project/ax-platform,2025-09-09 19:59:42.000,71.0,251849.0,252756.0,https://anaconda.org/conda-forge/ax-platform,2025-09-10 15:44:56.663,46294.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
124,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-09-22 23:04:43.000000,2025-09-17 22:31:17,2282.0,452.0,33.0,2048.0,74.0,906.0,2336.0,"Machine learning metrics for distributed, scalable PyTorch applications.",282.0,36,True,90.0,2025-09-03 13:54:56.000,1.8.2,64.0,Lightning-AI/torchmetrics,metrics,conda-forge/torchmetrics,,,['pytorch'],44628.0,44624.0,https://pypi.org/project/metrics,2025-02-26 14:13:26.000,4.0,4152.0,43451.0,https://anaconda.org/conda-forge/torchmetrics,2025-09-03 20:54:12.961,2115322.0,,,,,2.0,6875.0,,,,,,,,,,,,,,,,,,
125,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2025-09-25 00:16:26.000000,2025-09-22 18:22:22,5273.0,1133.0,155.0,1477.0,79.0,840.0,2062.0,Documentation and samples for ArcGIS API for Python.,98.0,36,True,66.0,2025-04-17 15:35:46.000,2.4.1,54.0,,arcgis,,esridocker/arcgis-api-python-notebook,,,1037.0,995.0,https://pypi.org/project/arcgis,2025-08-12 18:16:01.000,42.0,192070.0,192219.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,2.0,16111.0,,,,,,,,,,,,,,,,,,
126,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-09-17 06:21:27.000000,2025-09-17 06:21:24,1614.0,450.0,50.0,1570.0,177.0,720.0,1728.0,Exploratory analysis of Bayesian models with Python.,180.0,36,True,10.0,2025-07-09 10:07:19.000,0.22.0,41.0,,arviz,conda-forge/arviz,,,,11856.0,11450.0,https://pypi.org/project/arviz,2025-07-09 10:07:19.000,406.0,2590927.0,2629515.0,https://anaconda.org/conda-forge/arviz,2025-07-10 08:17:22.571,2469543.0,,,,,1.0,183.0,,,,,,,,,,,,,,,,,,
