,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
155,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2025-07-11 11:43:10.000000,2025-03-07 10:28:57,5346.0,,280.0,77.0,802.0,19.0,133.0,2868.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",67.0,32,True,2025-04-04 11:49:38.000,8.3.6,245.0,,thinc,conda-forge/thinc,,,,70004.0,69846.0,https://pypi.org/project/thinc,2025-04-04 11:49:38.000,158.0,https://anaconda.org/conda-forge/thinc,2025-07-06 10:53:05.899,3680885.0,58444.0,,,,,2.0,1897.0,,,,,,,,,,,,,,,,,,
156,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2025-08-06 20:14:26.000000,2025-08-06 20:14:26,3845.0,22.0,197.0,47.0,1433.0,146.0,770.0,2089.0,Ahead of Time compiler for numeric kernels.,75.0,32,True,2025-05-23 09:30:54.000,0.18.0,63.0,,pythran,conda-forge/pythran,,,,3581.0,3553.0,https://pypi.org/project/pythran,2025-05-23 09:30:54.000,28.0,https://anaconda.org/conda-forge/pythran,2025-07-07 00:36:53.144,1188945.0,20151.0,,,,,2.0,,,,,,,,,,,,,pythran,python-pythran,,,,,
157,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2025-06-15 09:59:22.000000,2025-06-15 09:55:32,1257.0,16.0,219.0,32.0,50.0,12.0,177.0,1732.0,Simple Python interface for Graphviz.,24.0,32,True,2024-03-21 07:50:43.000,0.20.3,59.0,,graphviz,anaconda/python-graphviz,,,,96702.0,93550.0,https://pypi.org/project/graphviz,2025-06-15 09:35:04.000,3152.0,https://anaconda.org/anaconda/python-graphviz,2025-04-22 15:32:21.966,56518.0,565.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
158,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2025-08-05 00:27:28.000000,2025-08-02 10:58:06,3001.0,29.0,259.0,33.0,256.0,54.0,520.0,1392.0,Python interface for igraph.,80.0,32,False,2025-06-11 09:28:41.000,0.11.9,44.0,,python-igraph,conda-forge/igraph,,,,5104.0,4643.0,https://pypi.org/project/python-igraph,2025-06-11 09:28:41.000,461.0,https://anaconda.org/conda-forge/igraph,2025-06-13 17:11:10.291,814960.0,19039.0,,,,,1.0,567602.0,,,,,,,,,,,,,,,,,,
159,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2025-04-22 14:56:20.833000,2025-02-20 23:53:44,1571.0,,209.0,46.0,634.0,40.0,779.0,1199.0,Fiona reads and writes geographic data files.,78.0,32,True,2024-09-16 20:20:31.000,1.10.1,117.0,,fiona,conda-forge/fiona,,,,26960.0,26577.0,https://pypi.org/project/fiona,2024-09-16 20:14:20.000,383.0,https://anaconda.org/conda-forge/fiona,2025-04-22 14:56:20.833,7239165.0,118674.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
160,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-07-27 14:55:48.000000,2025-07-27 14:55:47,15095.0,106.0,445.0,54.0,2378.0,162.0,881.0,776.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",169.0,32,False,2025-03-16 06:33:35.000,1.11.0,30.0,,dipy,conda-forge/dipy,,,,1706.0,1570.0,https://pypi.org/project/dipy,2025-03-16 06:33:35.000,136.0,https://anaconda.org/conda-forge/dipy,2025-04-22 14:56:23.610,672719.0,11402.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
161,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-04-22 14:56:42.880000,2024-03-13 15:16:33,391.0,,4719.0,846.0,268.0,555.0,611.0,26304.0,Library for fast text representation and classification.,68.0,31,False,2024-06-12 09:44:40.000,0.9.3,37.0,,fasttext,conda-forge/fasttext,,,,8303.0,8056.0,https://pypi.org/project/fasttext,2024-06-12 09:44:40.000,247.0,https://anaconda.org/conda-forge/fasttext,2025-04-22 14:56:42.880,143414.0,2430.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
162,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2025-04-22 14:57:35.321000,2020-10-14 16:36:49,6226.0,,4706.0,1017.0,1871.0,363.0,660.0,18780.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,31,False,2020-10-05 15:46:20.429,1.4.1,30.0,,zipline,conda-forge/zipline,,,,1053.0,1043.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,10.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,11022.0,186.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
163,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2025-07-31 20:02:11.000000,2025-07-31 19:50:51,1344.0,3.0,2258.0,334.0,1613.0,402.0,1867.0,14562.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",176.0,31,True,2023-06-12 09:28:02.604,0.28.1,77.0,,horovod,,,,,1451.0,1417.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,34.0,,,,,,,,,2.0,,,,,,,stable/horovod,,,,,,,,,,,,
164,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-07-31 23:53:10.000000,2025-07-31 23:53:10,4417.0,1.0,3018.0,175.0,5074.0,539.0,2362.0,14024.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",297.0,31,True,2024-09-03 04:16:25.000,2.4.0,453.0,,dgl,,,,,4265.0,4117.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
165,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-07-22 13:11:02.000000,2025-07-15 17:22:56,2696.0,3.0,758.0,104.0,511.0,621.0,1282.0,10246.0,An open source multi-tool for exploring and publishing data.,82.0,31,True,2024-11-29 01:18:11.000,0.65.1,157.0,,datasette,conda-forge/datasette,,,,2045.0,1583.0,https://pypi.org/project/datasette,2025-04-22 05:45:11.000,462.0,https://anaconda.org/conda-forge/datasette,2025-04-22 14:57:50.610,67977.0,1308.0,,,,,2.0,74.0,,,,,,,datasette,,,,,,,,,,,
166,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2025-07-07 02:18:11.467000,2025-07-03 21:17:21,544.0,6.0,1579.0,283.0,441.0,303.0,643.0,9962.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,86.0,31,False,2025-07-03 21:14:13.000,1.1.0,65.0,,tpot,conda-forge/tpot,,,['sklearn'],3586.0,3540.0,https://pypi.org/project/tpot,2025-07-03 21:14:13.000,46.0,https://anaconda.org/conda-forge/tpot,2025-07-07 02:18:11.467,308737.0,4979.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
167,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-05-18 15:01:35.000000,2025-05-18 15:01:35,786.0,22.0,2416.0,275.0,216.0,325.0,342.0,8821.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",54.0,31,True,2025-05-12 23:42:38.000,3.14.3,66.0,,SpeechRecognition,conda-forge/speechrecognition,,,,751.0,21.0,https://pypi.org/project/SpeechRecognition,2025-05-12 23:42:23.000,730.0,https://anaconda.org/conda-forge/speechrecognition,2025-05-12 19:22:07.059,295623.0,4927.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
168,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2025-04-22 14:57:07.942000,2024-08-01 18:55:53,10421.0,,1931.0,347.0,3433.0,143.0,1142.0,8592.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,338.0,31,True,2024-08-08 17:57:21.000,9.10.0,30.0,,vowpalwabbit,conda-forge/vowpalwabbit,,,,42.0,2.0,https://pypi.org/project/vowpalwabbit,2024-08-08 17:57:21.000,40.0,https://anaconda.org/conda-forge/vowpalwabbit,2025-04-22 14:57:07.942,385006.0,6638.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
169,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-06-17 04:13:51.000000,2025-06-13 01:59:41,551.0,2.0,863.0,83.0,300.0,88.0,377.0,7963.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",85.0,31,True,2025-06-10 22:37:05.000,2.6.4,25.0,,tensorboardX,conda-forge/tensorboardx,,,,60022.0,59281.0,https://pypi.org/project/tensorboardX,2025-06-10 22:37:05.000,741.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1315072.0,21563.0,,,,,2.0,492.0,,,,,,,,,,,,,,,,,,
170,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2025-07-22 12:12:09.000000,2025-07-17 16:22:48,1911.0,27.0,845.0,126.0,301.0,509.0,344.0,7895.0,Uniform Manifold Approximation and Projection.,142.0,31,True,2025-07-02 23:35:45.000,release-0.5.9.post2,43.0,,umap-learn,conda-forge/umap-learn,,,,1336.0,1.0,https://pypi.org/project/umap-learn,2025-07-03 00:18:01.000,1335.0,https://anaconda.org/conda-forge/umap-learn,2025-07-03 12:14:59.781,3111116.0,50179.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
171,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2025-08-01 15:44:16.000000,2025-05-19 17:05:09,3299.0,1.0,997.0,135.0,707.0,65.0,1202.0,7801.0,Python library for audio and music analysis.,126.0,31,True,2025-03-11 15:09:52.000,0.11.0,46.0,,librosa,conda-forge/librosa,,,,1627.0,,https://pypi.org/project/librosa,2025-03-11 15:09:52.000,1627.0,https://anaconda.org/conda-forge/librosa,2025-04-22 14:56:25.574,962465.0,15778.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
172,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2025-05-26 20:08:15.000000,2024-12-27 12:36:14,1223.0,,1051.0,118.0,280.0,143.0,656.0,7456.0,Distributed Asynchronous Hyperparameter Optimization in Python.,105.0,31,True,2021-11-17 10:07:00.808,0.2.7,13.0,,hyperopt,conda-forge/hyperopt,,,,22582.0,22129.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,453.0,https://anaconda.org/conda-forge/hyperopt,2025-04-22 14:56:55.071,848388.0,14627.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
173,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-08-05 21:29:14.000000,2025-07-14 20:36:07,328.0,60.0,1194.0,203.0,290.0,141.0,381.0,6772.0,Official Kaggle API.,49.0,31,True,2025-05-08 21:11:47.000,1.7.4.5,80.0,,kaggle,conda-forge/kaggle,,,,262.0,21.0,https://pypi.org/project/kaggle,2025-05-08 21:17:18.000,241.0,https://anaconda.org/conda-forge/kaggle,2025-04-22 14:57:05.316,241377.0,4091.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
174,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2025-04-22 14:57:21.231000,2022-10-17 02:18:00,30611.0,,1366.0,279.0,6588.0,12.0,2032.0,5912.0,A flexible framework of neural networks for deep learning.,328.0,31,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,,chainer,conda-forge/chainer,,,,3488.0,3430.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,58.0,https://anaconda.org/conda-forge/chainer,2025-04-22 14:57:21.231,24409.0,369.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
175,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-08-05 14:35:32.000000,2025-08-05 14:32:11,3629.0,4.0,443.0,32.0,3445.0,15.0,2201.0,4622.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,114.0,31,True,2025-03-11 08:58:41.000,2.8.0,100.0,argilla-io/argilla,rubrix,conda-forge/rubrix,,,,3057.0,3057.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,https://anaconda.org/conda-forge/rubrix,2025-04-22 14:58:07.112,48919.0,1111.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
176,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-08-06 22:54:52.000000,2025-08-06 22:54:52,2007.0,50.0,687.0,44.0,1022.0,545.0,352.0,4421.0,Time series forecasting with PyTorch.,76.0,31,True,2025-06-13 20:43:02.000,1.4.0,39.0,sktime/pytorch-forecasting,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,691.0,666.0,https://pypi.org/project/pytorch-forecasting,2025-06-14 07:56:20.000,25.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-07-05 15:50:09.806,82885.0,1404.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
177,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2025-07-26 15:19:34.264000,2021-10-12 13:32:38,1570.0,,545.0,62.0,546.0,318.0,393.0,2785.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,31,False,2024-06-04 19:12:54.000,0.10.2,23.0,,scikit-optimize,conda-forge/scikit-optimize,,,,8950.0,8582.0,https://pypi.org/project/scikit-optimize,2024-06-04 19:12:54.000,368.0,https://anaconda.org/conda-forge/scikit-optimize,2025-07-26 15:19:34.264,800383.0,13339.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
178,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2025-08-06 20:51:38.000000,2025-07-16 12:07:45,5229.0,42.0,1133.0,156.0,1457.0,79.0,813.0,2029.0,Documentation and samples for ArcGIS API for Python.,98.0,31,True,2025-04-17 15:35:46.000,2.4.1,53.0,,arcgis,,esridocker/arcgis-api-python-notebook,,,1025.0,983.0,https://pypi.org/project/arcgis,2025-08-05 19:27:50.000,42.0,,,,146.0,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,15689.0,,,,,,,,,,,,,,,,,,
179,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2025-07-25 21:31:16.407000,2025-06-08 20:24:32,1618.0,2.0,291.0,57.0,144.0,86.0,199.0,1973.0,"CUDA integration for Python, plus shiny features.",82.0,31,True,2025-06-08 20:27:50.000,2025.1.1,57.0,,pycuda,conda-forge/pycuda,,,,4099.0,3921.0,https://pypi.org/project/pycuda,2025-06-08 20:27:29.000,178.0,https://anaconda.org/conda-forge/pycuda,2025-07-25 21:31:16.407,1055150.0,19908.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
180,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2025-08-05 18:50:11.000000,2025-08-05 18:50:08,1327.0,77.0,218.0,22.0,184.0,30.0,219.0,1218.0,Survival analysis built on top of scikit-learn.,22.0,31,False,2025-03-25 22:02:59.000,0.24.1,32.0,,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],968.0,924.0,https://pypi.org/project/scikit-survival,2025-03-25 22:02:59.000,44.0,https://anaconda.org/conda-forge/scikit-survival,2025-04-22 14:58:04.628,272975.0,6066.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
181,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,,2011-04-06 02:51:33.000,2025-08-04 17:10:04.000000,2025-08-04 17:10:03,3482.0,77.0,247.0,49.0,448.0,78.0,292.0,1108.0,"OpenCL integration for Python, plus shiny features.",98.0,31,False,2025-07-27 19:57:53.000,2025.2.6,110.0,,pyopencl,conda-forge/pyopencl,,,,2542.0,2333.0,https://pypi.org/project/pyopencl,2025-07-27 19:57:53.000,209.0,https://anaconda.org/conda-forge/pyopencl,2025-07-28 18:03:07.788,1908915.0,30788.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
182,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-08-07 03:36:15.344000,2025-08-04 03:19:28,3383.0,52.0,127.0,14.0,373.0,7.0,214.0,869.0,Python bindings for MPI.,27.0,31,True,2025-06-25 08:45:04.000,4.1.0,33.0,,mpi4py,conda-forge/mpi4py,,,,926.0,,https://pypi.org/project/mpi4py,2025-06-25 08:41:38.000,926.0,https://anaconda.org/conda-forge/mpi4py,2025-08-07 03:36:15.344,4161218.0,72346.0,,,,,2.0,36705.0,,,,,,,,,,,,,,,,,,
183,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2025-08-05 16:44:27.000000,2025-08-03 16:34:26,1439.0,154.0,183.0,37.0,142.0,18.0,93.0,804.0,Snowball compiler and stemming algorithms.,38.0,31,True,2025-05-09 16:34:50.000,3.0.1,13.0,,snowballstemmer,conda-forge/snowballstemmer,,,,561.0,11.0,https://pypi.org/project/snowballstemmer,2025-05-09 16:34:50.000,550.0,https://anaconda.org/conda-forge/snowballstemmer,2025-05-20 13:59:21.629,10387580.0,188865.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
184,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2025-05-20 15:27:13.000000,2025-05-20 15:27:05,6130.0,10.0,259.0,33.0,877.0,130.0,417.0,720.0,Python package to access a cacophony of neuro-imaging file formats.,107.0,31,True,2024-10-23 14:19:52.000,5.3.2,45.0,,nibabel,conda-forge/nibabel,,,,31291.0,30110.0,https://pypi.org/project/nibabel,2024-10-23 14:19:52.000,1181.0,https://anaconda.org/conda-forge/nibabel,2025-04-22 14:56:22.960,957216.0,15438.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
185,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2025-07-11 08:39:10.000000,2025-07-11 08:39:10,17395.0,31.0,113.0,24.0,3652.0,557.0,3421.0,593.0,"Keep code, data, containers under control with git and git-annex.",60.0,31,True,2025-07-02 09:26:19.000,1.2.1,124.0,,datalad,conda-forge/datalad,,,,638.0,532.0,https://pypi.org/project/datalad,2025-07-02 09:26:19.000,106.0,https://anaconda.org/conda-forge/datalad,2025-07-03 16:23:38.568,920834.0,14852.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
186,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-07-29 19:10:09.000000,2025-07-29 19:05:30,9242.0,105.0,3188.0,283.0,1337.0,161.0,725.0,20571.0,Best Practices on Recommendation Systems.,140.0,30,True,2024-12-24 07:39:57.000,1.2.1,14.0,recommenders-team/recommenders,recommenders,,,,,181.0,177.0,https://pypi.org/project/recommenders,2024-12-24 07:18:07.000,4.0,,,,9.0,,,,,1.0,755.0,,,,,,,,,,,,,,,,,,
187,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-08-04 16:56:40.000000,2025-01-14 10:26:14,32383.0,,4828.0,357.0,6450.0,143.0,6645.0,20499.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",597.0,30,True,2025-01-14 10:40:21.000,3.6.21,374.0,,rasa,,,,['tensorflow'],60.0,,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
188,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-07-31 01:37:38.000000,2025-01-26 07:01:34,1702.0,,2855.0,377.0,486.0,8.0,1934.0,15451.0,Python Echarts Plotting Library.,45.0,30,True,2025-01-24 03:13:18.000,2.0.8,76.0,,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5726.0,5503.0,https://pypi.org/project/pyecharts,2025-01-24 03:10:03.000,223.0,,,,2.0,,,,,2.0,74.0,,,,,,,,,,,,,,,,,,
189,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2025-04-22 14:56:30.659000,2021-07-29 23:17:25,531.0,,1841.0,262.0,121.0,124.0,535.0,11959.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,30,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,,lime,conda-forge/lime,,,,9609.0,9406.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,203.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,278487.0,4491.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
190,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2025-04-22 14:56:26.236000,2025-04-12 19:24:14,581.0,,2333.0,215.0,266.0,140.0,421.0,10429.0,A little word cloud generator in Python.,73.0,30,True,2024-11-10 14:34:59.000,1.9.4,21.0,,wordcloud,conda-forge/wordcloud,,,,567.0,21.0,https://pypi.org/project/wordcloud,2024-11-10 14:34:59.000,546.0,https://anaconda.org/conda-forge/wordcloud,2025-04-22 14:56:26.236,714596.0,11714.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
191,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-08-04 11:29:45.000000,2025-08-04 11:29:40,873.0,4.0,1299.0,418.0,99.0,32.0,161.0,9868.0,TensorFlow-based neural network library.,61.0,30,True,2024-01-02 11:15:06.000,2.0.2,29.0,google-deepmind/sonnet,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1481.0,1462.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,19.0,https://anaconda.org/conda-forge/sonnet,2025-04-22 14:57:17.453,44846.0,649.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
192,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,,1399.0,299.0,897.0,151.0,760.0,9258.0,AutoML library for deep learning.,146.0,30,True,2024-03-20 21:40:33.000,2.0.0,59.0,,autokeras,,,,['tensorflow'],895.0,882.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,,,,213.0,,,,,2.0,19834.0,,,,,,,,,,,,,,,,,,
193,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2025-04-22 14:57:32.711000,2024-02-20 22:38:05,385.0,,2164.0,285.0,98.0,311.0,447.0,8817.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,30,False,2023-01-02 17:10:24.749,3.0.3,13.0,,imageai,conda-forge/imageai,,,,1820.0,1801.0,https://pypi.org/project/imageai,2023-01-02 17:10:24.749,19.0,https://anaconda.org/conda-forge/imageai,2025-04-22 14:57:32.711,9779.0,11230.0,,,,,2.0,974160.0,,,,,,,,,,,,,,,,,,
194,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2025-08-01 15:13:54.000000,2025-08-01 15:13:51,1368.0,26.0,945.0,63.0,1146.0,246.0,1488.0,8803.0,A python library for user-friendly forecasting and anomaly detection on time series.,135.0,30,True,2025-06-29 12:36:20.000,0.36.0,49.0,,u8darts,conda-forge/u8darts-all,unit8/darts,,,10.0,,https://pypi.org/project/u8darts,2025-06-29 12:36:20.000,10.0,https://anaconda.org/conda-forge/u8darts-all,2025-06-30 09:34:00.222,86698.0,1791.0,https://hub.docker.com/r/unit8/darts,2025-06-29 12:30:25.318149,,1852.0,2.0,,,,,,,,,,,,,,,,,,,
