,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
123,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-04-22 14:57:35.730000,2022-06-10 09:12:18,238.0,13504.0,1561.0,243.0,795.0,598.0,55543.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,,2020-02-20 14:26:01.000,1.3.0,23.0,,face_recognition,conda-forge/face_recognition,,,['pytorch'],5668.0,5552.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,116.0,190683.0,191326.0,https://anaconda.org/conda-forge/face_recognition,2025-04-22 14:57:35.730,38371.0,,,,,2.0,1433.0,,,,,,,,,,,,,,,,,,
124,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2025-10-09 16:58:54.000000,2025-09-30 09:28:29,4818.0,1828.0,147.0,5422.0,356.0,1245.0,26501.0,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also..",145.0,35,True,492.0,2025-09-30 12:23:50.000,1.15.5,100.0,,,,,,,117.0,117.0,,,,,9540.0,,,,,,,,2.0,496102.0,,,,,,,,,,,,,,,,,,
125,Opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2025-10-09 16:59:16.000000,2025-10-09 16:54:44,3123.0,1073.0,97.0,3139.0,142.0,351.0,14667.0,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing,..",76.0,35,True,820.0,2025-10-07 20:38:32.000,1.8.69,222.0,,opik,,,,,50.0,17.0,https://pypi.org/project/opik,2025-10-09 11:35:11.000,33.0,609767.0,609767.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
126,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2025-07-01 09:15:24.000000,2025-07-01 08:58:59,2013.0,4472.0,534.0,740.0,138.0,1542.0,14420.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",107.0,35,True,,2025-07-01 09:15:25.000,1.2.7,94.0,,chatterbot,,,,,6477.0,6458.0,https://pypi.org/project/chatterbot,2025-07-01 09:14:16.000,19.0,19568.0,19568.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
127,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,Apache-2.0,2021-01-19 08:37:25.000,2025-09-18 01:55:49.000000,2025-09-18 01:55:45,19092.0,5638.0,65.0,11825.0,943.0,15966.0,14242.0,Convert Machine Learning Code Between Frameworks.,1484.0,35,True,21.0,2025-06-16 00:11:47.000,1.0.0.5,138.0,ivy-llc/ivy,ivy,,,,,16.0,,https://pypi.org/project/ivy,2025-06-16 00:12:14.000,16.0,46303.0,46303.0,,,,,,,,2.0,,,,,,,-1.0,,,,,,,,,,,,
128,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-07-31 23:53:10.000000,2025-07-31 23:53:10,4417.0,3047.0,174.0,5076.0,592.0,2362.0,14090.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",298.0,35,True,1.0,2024-09-03 04:16:25.000,2.4.0,453.0,,dgl,,,,,4289.0,4141.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,205437.0,205437.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
129,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-09-01 16:14:20.560000,2024-07-29 00:37:39,894.0,1207.0,313.0,272.0,69.0,346.0,13982.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,False,,2023-06-14 16:39:02.504,1.17.3,47.0,,annoy,conda-forge/python-annoy,,,,5545.0,5344.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,201.0,972021.0,984967.0,https://anaconda.org/conda-forge/python-annoy,2025-09-01 16:14:20.560,789732.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
130,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2025-10-09 02:37:28.000000,2025-09-19 21:25:00,1578.0,1748.0,148.0,894.0,259.0,590.0,13181.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,139.0,35,True,3.0,2025-09-23 16:00:25.000,4.17.0,74.0,ydataai/ydata-profiling,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",7099.0,6916.0,https://pypi.org/project/pandas-profiling,2023-02-03 17:59:40.571,183.0,361917.0,367186.0,https://anaconda.org/conda-forge/pandas-profiling,2025-04-22 14:56:27.206,579313.0,,,,,2.0,467.0,,,,,,-1.0,,,,,,,,,,,,
131,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-10-09 16:04:58.000000,2025-10-09 14:29:18,41802.0,976.0,158.0,12992.0,1121.0,6170.0,9238.0,cuDF - GPU DataFrame Library.,309.0,35,True,601.0,2025-10-08 16:55:38.000,25.10.00,65.0,,cudf,,,,,86.0,64.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,22.0,3473.0,3473.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
132,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-08-12 08:56:49.000000,2025-08-12 08:55:51,713.0,377.0,64.0,143.0,35.0,167.0,9213.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",34.0,35,True,2.0,2025-02-09 03:17:01.000,0.8.1,16.0,,einops,conda-forge/einops,,,,84500.0,81943.0,https://pypi.org/project/einops,2025-02-09 03:17:01.000,2557.0,13863218.0,13870900.0,https://anaconda.org/conda-forge/einops,2025-04-22 14:57:12.206,460923.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
133,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-09-09 17:00:56.000000,2025-09-09 16:58:19,414.0,1576.0,131.0,199.0,6.0,385.0,8411.0,A Python implementation of global optimization with gaussian processes.,52.0,35,True,4.0,2025-07-24 15:58:42.000,3.1.0,25.0,bayesian-optimization/BayesianOptimization,bayesian-optimization,,,,,4101.0,3910.0,https://pypi.org/project/bayesian-optimization,2025-07-24 15:58:42.000,191.0,513753.0,513754.0,,,,,,,,1.0,177.0,,,,,,,,,,,,,,,,,,
134,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-09-05 07:51:39.000000,2025-06-13 01:59:41,551.0,863.0,83.0,300.0,88.0,378.0,7965.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",85.0,35,True,,2025-09-05 07:51:39.000,2.6.4,25.0,,tensorboardX,conda-forge/tensorboardx,,,,60329.0,59588.0,https://pypi.org/project/tensorboardX,2025-06-10 22:37:05.000,741.0,4652379.0,4673539.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1332817.0,,,,,2.0,501.0,,,,,,,,,,,,,,,,,,
135,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-10-07 19:36:58.000000,2025-10-07 19:16:10,10636.0,1925.0,142.0,2760.0,831.0,1247.0,6246.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",258.0,35,True,24.0,2024-04-03 16:21:23.000,2.8.0,1024.0,,deepchem,conda-forge/deepchem,,,['tensorflow'],668.0,646.0,https://pypi.org/project/deepchem,2025-10-07 19:36:58.000,22.0,75793.0,77650.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,118898.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
136,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-10-02 17:11:25.139000,2025-09-22 17:25:21,1264.0,708.0,124.0,1034.0,410.0,1161.0,4969.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",199.0,35,True,16.0,2025-04-29 03:56:01.000,8.3,54.0,,coremltools,conda-forge/coremltools,,,,5203.0,5094.0,https://pypi.org/project/coremltools,2025-07-28 17:34:05.000,109.0,1212073.0,1214062.0,https://anaconda.org/conda-forge/coremltools,2025-10-02 17:11:25.139,109976.0,,,,,2.0,15281.0,,,,,,,,,,,,,,,,,,
137,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2025-10-09 00:18:11.000000,2025-09-25 19:10:31,1838.0,655.0,58.0,2014.0,166.0,1289.0,4700.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,979.0,35,True,11.0,2025-03-29 13:50:06.000,0.5.2,2122.0,,pytorch-ignite,pytorch/ignite,,,['pytorch'],4049.0,3930.0,https://pypi.org/project/pytorch-ignite,2025-10-09 00:18:11.000,119.0,207380.0,210202.0,https://anaconda.org/pytorch/ignite,2025-03-30 00:53:29.695,248398.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
138,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-10-02 19:03:41.000000,2025-10-02 19:03:39,12235.0,1116.0,152.0,472.0,719.0,765.0,4381.0,Probabilistic reasoning and statistical analysis in TensorFlow.,505.0,35,True,5.0,2024-11-08 16:30:13.000,0.25.0,53.0,,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],622.0,4.0,https://pypi.org/project/tensorflow-probability,2024-11-08 16:25:57.000,618.0,1279692.0,1283230.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-04-22 14:57:01.266,198129.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
139,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2025-10-09 11:47:25.000000,2025-10-09 11:21:55,8952.0,732.0,99.0,13534.0,24.0,886.0,4053.0,State of the Art Natural Language Processing.,116.0,35,True,68.0,2025-10-09 11:46:47.000,6.1.5,166.0,,spark-nlp,,,,['spark'],650.0,613.0,https://pypi.org/project/spark-nlp,2025-10-09 07:20:43.000,37.0,1105188.0,1105188.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
140,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2025-10-07 16:14:41.000000,2025-10-07 16:14:40,7446.0,622.0,114.0,1236.0,377.0,1125.0,3479.0,High-performance interactive 2D/3D data visualization library.,207.0,35,True,10.0,2025-05-19 13:53:25.000,0.15.2,42.0,,vispy,conda-forge/vispy,,,['jupyter'],2288.0,2085.0,https://pypi.org/project/vispy,2025-05-19 13:26:00.000,200.0,226624.0,242305.0,https://anaconda.org/conda-forge/vispy,2025-08-30 02:31:08.305,956393.0,,,,,2.0,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,3.0,3.0,,,,,,,,,,,,,
141,BoTorch,pytorch/botorch,hyperopt,,https://github.com/meta-pytorch/botorch,https://github.com/meta-pytorch/botorch,MIT,2018-07-30 23:59:57.000,2025-10-08 13:30:49.000000,2025-10-08 13:28:47,2318.0,435.0,48.0,2096.0,88.0,528.0,3366.0,Bayesian optimization in PyTorch.,148.0,35,True,85.0,2025-08-12 17:24:51.000,0.15.1,51.0,meta-pytorch/botorch,botorch,conda-forge/botorch,,,['pytorch'],1740.0,1606.0,https://pypi.org/project/botorch,2025-08-12 17:24:51.000,134.0,531689.0,534507.0,https://anaconda.org/conda-forge/botorch,2025-08-12 19:34:04.132,174767.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
142,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2025-10-06 18:03:19.000000,2025-09-24 17:42:33,3224.0,387.0,54.0,1283.0,316.0,1014.0,1538.0,Cartopy - a cartographic python library with matplotlib support.,137.0,35,True,36.0,2025-08-01 12:43:37.000,0.25.0,33.0,,cartopy,conda-forge/cartopy,,,,9036.0,8068.0,https://pypi.org/project/cartopy,2025-08-01 12:43:37.000,968.0,812108.0,897037.0,https://anaconda.org/conda-forge/cartopy,2025-09-03 07:26:00.761,5520400.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
143,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/uxlfoundation/scikit-learn-intelex,https://github.com/uxlfoundation/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2025-10-09 14:35:59.000000,2025-10-09 14:35:28,2317.0,183.0,23.0,2414.0,42.0,212.0,1312.0,Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,86.0,35,True,90.0,2025-08-20 08:09:24.000,2025.8.0,40.0,uxlfoundation/scikit-learn-intelex,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13853.0,13786.0,https://pypi.org/project/scikit-learn-intelex,2025-08-18 08:55:31.000,67.0,97316.0,109165.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2025-08-22 17:27:12.269,639899.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
144,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-09-24 11:34:43.000000,2024-09-24 11:18:06,618.0,3421.0,325.0,279.0,468.0,607.0,28094.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,False,,2024-09-24 11:34:43.000,1.7.2,33.0,,easyocr,,,,,16933.0,16680.0,https://pypi.org/project/easyocr,2024-09-24 11:34:43.000,253.0,2738898.0,3177493.0,,,,,,,,2.0,28070081.0,,,,,,,,,,,,,,,,,,
145,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-04-22 14:56:42.880000,2024-03-13 15:16:33,391.0,4719.0,845.0,268.0,555.0,611.0,26370.0,Library for fast text representation and classification.,68.0,34,False,,2024-06-12 09:44:40.000,0.9.3,37.0,,fasttext,conda-forge/fasttext,,,,8343.0,8096.0,https://pypi.org/project/fasttext,2024-06-12 09:44:40.000,247.0,1294851.0,1297339.0,https://anaconda.org/conda-forge/fasttext,2025-04-22 14:56:42.880,151792.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
146,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-10-07 14:11:50.000000,2025-09-29 13:33:12,9267.0,3205.0,283.0,1344.0,161.0,726.0,20981.0,Best Practices on Recommendation Systems.,141.0,34,True,83.0,2024-12-24 07:39:57.000,1.2.1,14.0,recommenders-team/recommenders,recommenders,,,,,181.0,177.0,https://pypi.org/project/recommenders,2024-12-24 07:18:07.000,4.0,13227.0,13236.0,,,,,,,,1.0,791.0,,,,,,,,,,,,,,,,,,
147,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-10-06 12:43:11.000000,2025-08-26 16:46:38,32384.0,4871.0,354.0,6463.0,138.0,6645.0,20731.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",598.0,34,True,1.0,2025-01-14 10:40:21.000,3.6.21,374.0,,rasa,,,,['tensorflow'],60.0,,https://pypi.org/project/rasa,2025-01-14 10:40:10.000,60.0,122163.0,122163.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
148,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-10-01 14:42:01.894000,2025-09-17 13:08:28,833.0,4610.0,455.0,485.0,448.0,1738.0,19668.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,187.0,34,True,3.0,2025-05-30 11:37:13.000,1.1.7-patched,20.0,,fbprophet,conda-forge/prophet,,,,112.0,21.0,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,91.0,105118.0,133435.0,https://anaconda.org/conda-forge/prophet,2025-10-01 14:42:01.894,1527505.0,,,,,1.0,3166.0,,,,,,,,,,,,,,,,,,
149,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-10-09 13:04:24.000000,2025-10-09 04:53:34,2705.0,770.0,104.0,517.0,621.0,1285.0,10376.0,An open source multi-tool for exploring and publishing data.,82.0,34,True,10.0,2024-11-29 01:18:11.000,0.65.1,157.0,,datasette,conda-forge/datasette,,,,2085.0,1612.0,https://pypi.org/project/datasette,2025-04-22 05:45:11.000,473.0,188519.0,189848.0,https://anaconda.org/conda-forge/datasette,2025-04-22 14:57:50.610,71722.0,,,,,2.0,75.0,,,,,,,,datasette,,,,,,,,,,
150,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-04-22 14:57:34.170000,2025-03-06 20:05:48,5371.0,1813.0,135.0,1068.0,387.0,1958.0,9543.0,"An open-source, low-code machine learning library in Python.",142.0,34,True,,2024-04-28 18:46:27.000,3.3.2,98.0,,pycaret,conda-forge/pycaret,,,,7902.0,7871.0,https://pypi.org/project/pycaret,2024-04-28 18:46:21.000,31.0,316273.0,317528.0,https://anaconda.org/conda-forge/pycaret,2025-04-22 14:57:34.170,77161.0,,,,,2.0,734.0,,,,,,,,,,,,,,,,,,
151,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-09-14 16:16:51.000000,2025-09-14 16:16:51,791.0,2416.0,272.0,217.0,325.0,343.0,8875.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",55.0,34,True,4.0,2025-05-12 23:42:38.000,3.14.3,66.0,,SpeechRecognition,conda-forge/speechrecognition,,,,751.0,21.0,https://pypi.org/project/SpeechRecognition,2025-05-12 23:42:23.000,730.0,2435768.0,2441374.0,https://anaconda.org/conda-forge/speechrecognition,2025-05-12 19:22:07.059,347603.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
152,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2025-09-16 20:21:34.000000,2025-05-19 17:05:09,3299.0,1006.0,136.0,713.0,66.0,1207.0,7921.0,Python library for audio and music analysis.,126.0,34,True,,2025-03-11 15:09:52.000,0.11.0,46.0,,librosa,conda-forge/librosa,,,,1627.0,,https://pypi.org/project/librosa,2025-03-11 15:09:52.000,1627.0,5680421.0,5697413.0,https://anaconda.org/conda-forge/librosa,2025-04-22 14:56:25.574,1070556.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
153,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2025-10-06 22:05:11.000000,2024-12-27 12:36:14,1223.0,1051.0,117.0,280.0,143.0,659.0,7480.0,Distributed Asynchronous Hyperparameter Optimization in Python.,105.0,34,True,,2021-11-17 10:07:00.808,0.2.7,13.0,,hyperopt,conda-forge/hyperopt,,,,22694.0,22241.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,453.0,2824878.0,2839232.0,https://anaconda.org/conda-forge/hyperopt,2025-04-22 14:56:55.071,861287.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
154,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-10-09 08:30:01.000000,2025-10-09 08:29:59,32666.0,2030.0,378.0,7001.0,2909.0,6733.0,7297.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",282.0,34,True,32.0,,,158.0,,h2o,,,,,164.0,99.0,https://pypi.org/project/h2o,2025-10-08 21:20:49.000,65.0,203707.0,203707.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
155,ClearML,allegroai/clearml,ml-experiments,,https://github.com/clearml/clearml,https://github.com/clearml/clearml,Apache-2.0,2019-06-10 08:18:32.000,2025-10-07 02:48:05.000000,2025-10-07 02:47:23,2565.0,711.0,92.0,298.0,521.0,641.0,6316.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",105.0,34,True,22.0,2025-07-10 12:01:40.000,2.0.2,184.0,clearml/clearml,clearml,,allegroai/trains,,,1974.0,1896.0,https://pypi.org/project/clearml,2025-07-24 12:15:51.000,78.0,477718.0,478177.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,31371.0,2.0,3437.0,,,,,,,,,,,,,,,,,,
156,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2025-09-01 17:12:43.186000,2025-05-04 14:31:12,2355.0,1131.0,190.0,245.0,279.0,290.0,6221.0,Distributed Evolutionary Algorithms in Python.,91.0,34,False,,2025-05-04 12:26:13.000,1.4.3,29.0,,deap,conda-forge/deap,,,,7127.0,6848.0,https://pypi.org/project/deap,2025-05-04 12:26:13.000,279.0,272806.0,282788.0,https://anaconda.org/conda-forge/deap,2025-09-01 17:12:43.186,598927.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
157,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2025-10-09 14:15:31.000000,2025-10-09 13:59:04,13039.0,1234.0,96.0,1623.0,11.0,903.0,5580.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",145.0,34,True,124.0,2025-07-07 19:58:07.000,1.20.1,66.0,,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,795.0,770.0,https://pypi.org/project/adversarial-robustness-toolbox,2025-07-07 19:53:16.000,25.0,36821.0,38144.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-07-07 22:05:57.819,83409.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
158,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2025-10-09 11:24:36.000000,2025-10-09 11:24:35,1592.0,377.0,92.0,847.0,148.0,467.0,3460.0,Quickly and accurately render even the largest data.,63.0,34,True,22.0,2025-08-05 10:21:32.000,0.18.2,60.0,,datashader,conda-forge/datashader,,,,6520.0,6266.0,https://pypi.org/project/datashader,2025-08-05 10:04:35.000,254.0,296766.0,321253.0,https://anaconda.org/conda-forge/datashader,2025-08-05 10:28:20.253,1591684.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
159,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2025-10-08 19:06:47.000000,2025-10-08 19:06:47,3256.0,855.0,73.0,1264.0,302.0,804.0,3058.0,Python library for causal inference and probabilistic modeling.,174.0,34,True,55.0,2025-03-31 18:26:31.000,1.0.0,27.0,,pgmpy,,,,,1792.0,1720.0,https://pypi.org/project/pgmpy,2025-03-31 17:39:00.000,72.0,177531.0,177541.0,,,,,,,,1.0,675.0,,,,,,,,,,,,,,,,,,
160,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2025-10-08 09:38:54.000000,2025-10-08 09:38:04,5690.0,607.0,17.0,1802.0,1200.0,854.0,2593.0,"This is the development home of the workflow management system Snakemake. For general information, see.",385.0,34,True,72.0,2025-10-04 12:56:44.000,9.12.0,430.0,,snakemake,bioconda/snakemake,,,,2775.0,2463.0,https://pypi.org/project/snakemake,2025-10-04 12:56:44.000,312.0,171860.0,184528.0,https://anaconda.org/bioconda/snakemake,2025-10-04 15:40:51.424,1520171.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
161,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2025-09-25 13:56:38.000000,2025-09-25 13:56:35,974.0,292.0,42.0,384.0,247.0,147.0,2335.0,Evaluate: A library for easily evaluating machine learning models and datasets.,132.0,34,True,9.0,2025-09-18 13:07:20.000,0.4.6,19.0,,evaluate,,,,,23998.0,23342.0,https://pypi.org/project/evaluate,2025-09-18 13:06:29.000,656.0,3685370.0,3685370.0,,,,,,,,1.0,,,,,,,-1.0,,,,,,,,,,,,
162,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2025-09-30 10:06:00.000000,2025-09-30 10:06:00,3870.0,197.0,47.0,1448.0,146.0,780.0,2101.0,Ahead of Time compiler for numeric kernels.,75.0,34,True,30.0,2025-05-23 09:30:54.000,0.18.0,63.0,,pythran,conda-forge/pythran,,,,3607.0,3579.0,https://pypi.org/project/pythran,2025-05-23 09:30:54.000,28.0,468591.0,488866.0,https://anaconda.org/conda-forge/pythran,2025-07-07 00:36:53.144,1236827.0,,,,,2.0,,,,,,,,,,,,,pythran,python-pythran,,,,,
