,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
85,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2025-09-11 10:20:25.000000,2025-09-11 10:20:25,11130.0,606.0,64.0,3324.0,298.0,2119.0,1308.0,Machine learning for NeuroImaging in Python.,257.0,38,True,140.0,2025-09-03 06:05:00.000,0.12.1,51.0,,nilearn,conda-forge/nilearn,,['sklearn'],399.0,125325.0,4765.0,4412.0,https://pypi.org/project/nilearn,2025-09-03 06:00:18.000,353.0,118839.0,https://anaconda.org/conda-forge/nilearn,2025-09-04 10:27:51.018,375783.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
86,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,9596.0,370.0,3182.0,1889.0,6746.0,31664.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,37,False,,2024-01-05 06:25:30.000,3.3.0,53.0,,mmdet,,,['pytorch'],,286817.0,4099.0,4016.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,83.0,286817.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
87,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2025-09-08 19:46:38.000000,2025-09-08 19:07:51,4031.0,2143.0,192.0,221.0,137.0,1137.0,31136.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",116.0,37,True,19.0,2025-07-07 20:55:28.000,16.10.4,254.0,,ocrmypdf,conda-forge/ocrmypdf,,,14234.0,340896.0,1449.0,1401.0,https://pypi.org/project/ocrmypdf,2025-07-07 20:55:00.000,48.0,338346.0,https://anaconda.org/conda-forge/ocrmypdf,2025-04-22 14:57:47.405,108995.0,1.0,,,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,
88,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2025-08-18 12:46:19.000000,2025-08-18 12:46:19,2371.0,5676.0,511.0,198.0,1198.0,1393.0,26464.0,State-of-the-art 2D and 3D Face Analysis Project.,66.0,37,True,9.0,2023-04-02 08:03:01.222,0.7.3,28.0,,insightface,,,['mxnet'],9765980.0,737116.0,4763.0,4733.0,https://pypi.org/project/insightface,2022-12-17 02:14:00.699,30.0,400359.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
89,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2025-09-11 14:25:25.000000,2025-09-10 13:04:11,4296.0,2315.0,157.0,4731.0,117.0,3940.0,22184.0,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",304.0,37,True,136.0,2025-08-20 09:18:52.000,2.17.1,100.0,,haystack,,,,,7348.0,1291.0,1286.0,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,5.0,7348.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
90,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2025-08-18 19:55:31.000000,2025-06-12 19:41:27,6684.0,2120.0,196.0,1299.0,24.0,2369.0,14283.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,277.0,37,True,,2025-02-05 14:46:22.000,0.15.1,35.0,,flair,conda-forge/python-flair,,['pytorch'],,134636.0,4228.0,4071.0,https://pypi.org/project/flair,2025-02-05 14:45:41.000,157.0,133874.0,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,47244.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
91,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,Apache-2.0,2021-01-19 08:37:25.000,2025-08-02 14:56:36.000000,2025-08-02 14:56:36,19091.0,5638.0,67.0,11825.0,943.0,15966.0,14244.0,Convert Machine Learning Code Between Frameworks.,1484.0,37,True,202.0,2025-06-16 00:11:47.000,1.0.0.5,138.0,ivy-llc/ivy,ivy,,,,,22433.0,16.0,,https://pypi.org/project/ivy,2025-06-16 00:12:14.000,16.0,22433.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
92,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2025-04-22 14:56:25.718000,2024-01-15 03:16:24,28133.0,2488.0,535.0,4122.0,697.0,2089.0,9958.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,37,False,,2020-07-27 16:13:54.000,1.0.5,45.0,,theano,conda-forge/theano,,,,106657.0,16412.0,16240.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,172.0,83180.0,https://anaconda.org/conda-forge/theano,2025-04-22 14:56:25.718,2582513.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
93,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2025-07-26 22:24:06.000000,2022-12-08 17:49:19,746.0,1100.0,135.0,250.0,371.0,275.0,9552.0,Manipulate audio with a simple and easy high level interface.,95.0,37,False,,2021-03-10 02:10:41.000,0.25.1,68.0,,pydub,conda-forge/pydub,,,,9889372.0,107382.0,106013.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1369.0,9885727.0,https://anaconda.org/conda-forge/pydub,2025-04-22 14:56:58.184,196862.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
94,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-09-05 04:34:06.000000,2025-04-29 22:21:52,1895.0,1424.0,151.0,262.0,231.0,155.0,9445.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",64.0,37,True,,2025-04-29 22:28:31.000,2.0.5,97.0,,pyod,conda-forge/pyod,,,,776101.0,5570.0,5438.0,https://pypi.org/project/pyod,2025-04-29 22:26:57.000,132.0,773472.0,https://anaconda.org/conda-forge/pyod,2025-04-30 06:08:34.747,168315.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
95,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2025-09-09 14:59:01.000000,2025-09-09 14:58:56,1505.0,913.0,210.0,306.0,185.0,255.0,7351.0,Efficiently computes derivatives of NumPy code.,64.0,37,True,18.0,2025-05-05 12:49:00.000,1.8.0,31.0,,autograd,conda-forge/autograd,,,,3534105.0,14321.0,14007.0,https://pypi.org/project/autograd,2025-05-05 12:49:00.000,314.0,3517472.0,https://anaconda.org/conda-forge/autograd,2025-05-05 13:26:33.574,648716.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
96,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2025-09-09 03:07:43.000000,2025-09-09 03:07:42,3259.0,1249.0,96.0,3651.0,465.0,2845.0,6808.0,AI Toolkit for Healthcare Imaging.,235.0,37,True,17.0,2025-06-14 05:34:19.000,1.5.0,105.0,,monai,conda-forge/monai,,['pytorch'],,343529.0,4670.0,4470.0,https://pypi.org/project/monai,2025-06-14 02:20:48.000,200.0,342260.0,https://anaconda.org/conda-forge/monai,2025-06-14 05:36:47.255,57144.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
97,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2025-09-10 20:59:56.000000,2025-09-09 15:47:20,5288.0,732.0,86.0,3022.0,431.0,808.0,6793.0,Flax is a neural network library for JAX that is designed for flexibility.,280.0,37,True,139.0,2025-08-28 17:56:32.000,0.11.2,58.0,,flax,conda-forge/flax,,['jax'],61.0,2283802.0,15954.0,15242.0,https://pypi.org/project/flax,2025-08-28 17:56:32.000,712.0,2281578.0,https://anaconda.org/conda-forge/flax,2025-04-22 14:57:49.496,120102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
98,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2025-09-05 13:06:16.000000,2025-06-27 13:03:56,4359.0,1107.0,157.0,1844.0,435.0,923.0,4168.0,Fast data visualization and GUI tools for scientific / engineering applications.,305.0,37,True,11.0,2024-04-29 02:18:56.000,0.13.7,25.0,,pyqtgraph,conda-forge/pyqtgraph,,,,540220.0,13938.0,12912.0,https://pypi.org/project/pyqtgraph,2024-04-29 02:18:56.000,1026.0,526984.0,https://anaconda.org/conda-forge/pyqtgraph,2025-04-22 14:56:31.078,833902.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
99,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-09-11 15:10:53.000000,2025-09-11 14:45:34,5915.0,688.0,49.0,6623.0,464.0,1244.0,2806.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",206.0,37,True,407.0,2025-08-20 21:15:56.000,0.42.3,67.0,,pennylane,conda-forge/pennylane,,,101.0,157702.0,1893.0,1852.0,https://pypi.org/project/pennylane,2025-08-20 21:15:56.000,41.0,150516.0,https://anaconda.org/conda-forge/pennylane,2025-04-22 14:58:05.852,330516.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
100,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2025-09-11 13:42:50.000000,2025-09-11 11:46:07,2438.0,710.0,68.0,3118.0,323.0,738.0,2729.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",243.0,37,True,92.0,2025-08-06 17:08:37.000,2.8.0,43.0,,torchaudio,,,['pytorch'],,10211546.0,2161.0,,https://pypi.org/project/torchaudio,2025-08-06 14:58:32.000,2161.0,10211546.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
101,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2025-09-08 21:39:19.000000,2025-09-08 21:39:19,3948.0,539.0,141.0,1293.0,152.0,1734.0,2395.0,Rasterio reads and writes geospatial raster datasets.,169.0,37,True,10.0,2024-12-02 16:44:51.000,1.4.3,166.0,,rasterio,conda-forge/rasterio,,,1022.0,2647766.0,19964.0,18428.0,https://pypi.org/project/rasterio,2024-12-02 14:48:24.000,1536.0,2556786.0,https://anaconda.org/conda-forge/rasterio,2025-04-22 14:56:21.283,5094462.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,
102,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2025-09-10 16:37:19.000000,2025-09-10 16:37:07,1261.0,219.0,32.0,51.0,12.0,177.0,1748.0,Simple Python interface for Graphviz.,24.0,37,True,11.0,2024-03-21 07:50:43.000,0.20.3,59.0,,graphviz,anaconda/python-graphviz,,,,22738244.0,97085.0,93933.0,https://pypi.org/project/graphviz,2025-06-15 09:35:04.000,3152.0,22737677.0,https://anaconda.org/anaconda/python-graphviz,2025-04-22 15:32:21.966,57365.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
103,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-09-08 21:07:52.000000,2025-09-08 21:06:27,1643.0,223.0,33.0,746.0,45.0,609.0,1154.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,72.0,37,True,25.0,2025-08-14 12:03:51.000,3.7.2,68.0,,pyproj,conda-forge/pyproj,,,,13109209.0,48668.0,46338.0,https://pypi.org/project/pyproj,2025-08-14 12:03:51.000,2330.0,12927600.0,https://anaconda.org/conda-forge/pyproj,2025-08-30 08:02:54.704,11259798.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
104,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2025-04-22 14:56:34.345000,2020-02-15 08:33:35,523.0,6713.0,1270.0,167.0,674.0,229.0,34378.0,Chinese Words Segmentation Utilities.,49.0,36,False,,2020-01-20 14:27:23.000,0.42.1,32.0,,jieba,conda-forge/jieba,,,,928903.0,40891.0,40053.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,838.0,925021.0,https://anaconda.org/conda-forge/jieba,2025-04-22 14:56:34.345,201867.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
105,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-09-09 17:55:23.000000,2025-09-09 17:55:19,2329.0,6601.0,425.0,1371.0,1343.0,3056.0,31785.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,429.0,36,True,1.0,2022-06-27 19:32:58.000,0.12.2,16.0,,fairseq,conda-forge/fairseq,,['pytorch'],431.0,93265.0,4468.0,4351.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,117.0,90700.0,https://anaconda.org/conda-forge/fairseq,2025-05-30 03:16:57.843,158787.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
106,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-09-10 20:32:36.000000,2025-09-10 15:35:36,9289.0,2990.0,313.0,260.0,21.0,1204.0,31367.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,36,True,202.0,2025-09-10 03:27:46.000,8.6.0,736.0,,netron,,,"['pytorch', 'tensorflow']",57910.0,90088.0,104.0,13.0,https://pypi.org/project/netron,2025-09-10 03:27:46.000,91.0,32178.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
107,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-07-31 01:37:38.000000,2025-01-26 07:01:34,1702.0,2855.0,378.0,486.0,10.0,1936.0,15509.0,Python Echarts Plotting Library.,45.0,36,True,,2025-01-24 03:13:18.000,2.0.8,76.0,,pyecharts,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],75.0,303339.0,5745.0,5522.0,https://pypi.org/project/pyecharts,2025-01-24 03:10:03.000,223.0,303337.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
108,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-06-25 23:21:43.000000,2025-06-25 23:21:40,1332.0,1686.0,125.0,1259.0,211.0,1260.0,15137.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,172.0,36,True,8.0,2025-05-27 21:22:56.000,2.0.8,88.0,,albumentations,conda-forge/albumentations,,['pytorch'],,4893131.0,726.0,,https://pypi.org/project/albumentations,2025-05-27 21:23:15.000,726.0,4887900.0,https://anaconda.org/conda-forge/albumentations,2025-05-28 13:47:29.423,324333.0,2.0,,,,,,,,,,,,-1.0,,,,,,,,,,,
109,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2025-04-22 14:57:06.395000,2020-06-01 14:58:26,2913.0,2444.0,226.0,350.0,310.0,227.0,14670.0,Image augmentation for machine learning experiments.,36.0,36,False,,2020-02-06 06:18:40.000,0.4.0,11.0,,imgaug,conda-forge/imgaug,,,,798386.0,26533.0,26268.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,265.0,795263.0,https://anaconda.org/conda-forge/imgaug,2025-04-22 14:57:06.395,234256.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
110,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2025-07-31 20:02:11.000000,2025-07-31 19:50:51,1344.0,2262.0,333.0,1614.0,403.0,1868.0,14588.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",176.0,36,True,3.0,2023-06-12 09:28:02.604,0.28.1,77.0,,horovod,,,,,73915.0,1454.0,1420.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,34.0,73915.0,,,,2.0,,,,,,,,,,,stable/horovod,,,,,,,,,,,,
111,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2025-07-01 09:15:24.000000,2025-07-01 08:58:59,2013.0,4472.0,535.0,740.0,138.0,1539.0,14410.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",107.0,36,True,3.0,2025-07-01 09:15:25.000,1.2.7,94.0,,chatterbot,,,,,16618.0,6475.0,6456.0,https://pypi.org/project/chatterbot,2025-07-01 09:14:16.000,19.0,16618.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
112,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-07-31 23:53:10.000000,2025-07-31 23:53:10,4417.0,3018.0,175.0,5075.0,539.0,2362.0,14061.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",297.0,36,True,1.0,2024-09-03 04:16:25.000,2.4.0,453.0,,dgl,,,,,111072.0,4277.0,4129.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,111072.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
113,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2025-09-11 01:03:30.000000,2025-09-05 07:57:47,6637.0,4068.0,262.0,2031.0,1125.0,4967.0,13000.0,Open-source simulator for autonomous driving research.,184.0,36,True,21.0,2024-12-19 14:10:57.000,0.10.0,27.0,,carla,,,,,10083.0,1106.0,1095.0,https://pypi.org/project/carla,2023-11-14 22:51:02.000,11.0,10083.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
114,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2025-04-22 14:56:58.676000,2022-11-22 00:42:46,2719.0,2238.0,276.0,3096.0,91.0,2477.0,11877.0,"An open-source NLP research library, built on PyTorch.",267.0,36,False,,2022-10-18 23:54:05.191,2.10.1,265.0,,allennlp,conda-forge/allennlp,,['pytorch'],71.0,91983.0,4587.0,4462.0,https://pypi.org/project/allennlp,2022-10-18 23:54:05.191,125.0,89509.0,https://anaconda.org/conda-forge/allennlp,2025-04-22 14:56:58.676,200403.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
115,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-09-11 06:23:18.000000,2025-09-09 08:18:36,1407.0,875.0,292.0,1856.0,354.0,469.0,9459.0,"Build, Manage and Deploy AI/ML Systems.",115.0,36,True,94.0,2025-09-08 23:52:32.000,2.18.3,219.0,,metaflow,conda-forge/metaflow,,,,387211.0,995.0,942.0,https://pypi.org/project/metaflow,2025-09-08 23:52:32.000,53.0,381891.0,https://anaconda.org/conda-forge/metaflow,2025-09-08 22:23:59.900,329866.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
116,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2025-09-10 14:50:13.000000,2025-09-10 14:50:12,638.0,1168.0,258.0,237.0,71.0,209.0,9427.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",37.0,36,True,9.0,2025-01-13 23:03:01.000,0.19.0,62.0,,textblob,conda-forge/textblob,,,130.0,1454048.0,60603.0,60198.0,https://pypi.org/project/textblob,2025-01-13 23:03:01.000,405.0,1451081.0,https://anaconda.org/conda-forge/textblob,2025-04-22 14:56:26.678,323405.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
117,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-09-11 09:05:24.000000,2025-09-08 18:49:10,2677.0,1054.0,97.0,3029.0,426.0,1290.0,9394.0,Fast and Accurate ML in 3 Lines of Code.,141.0,36,True,91.0,2025-07-29 05:12:41.000,1.4.0,1956.0,,autogluon,conda-forge/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",,168803.0,1228.0,1190.0,https://pypi.org/project/autogluon,2025-09-11 09:05:24.000,38.0,167224.0,https://anaconda.org/conda-forge/autogluon,2025-07-30 06:23:59.233,42194.0,1.0,autogluon/autogluon,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,19.0,19329.0,,,,,,,,,,,,,,,,,,
118,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-09-10 02:59:37.000000,2025-09-10 02:59:37,1261.0,708.0,125.0,1030.0,410.0,1159.0,4937.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",198.0,36,True,13.0,2025-04-29 03:56:01.000,8.3,54.0,,coremltools,conda-forge/coremltools,,,15234.0,1157221.0,5178.0,5069.0,https://pypi.org/project/coremltools,2025-07-28 17:34:05.000,109.0,1155262.0,https://anaconda.org/conda-forge/coremltools,2025-04-22 14:57:38.011,106291.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
119,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-09-03 15:30:39.000000,2025-09-01 17:55:20,2645.0,240.0,62.0,161.0,77.0,671.0,4352.0,A Grammar of Graphics for Python.,114.0,36,True,61.0,2025-07-15 21:10:18.000,0.15.0,46.0,,plotnine,conda-forge/plotnine,,,,2151042.0,13026.0,12624.0,https://pypi.org/project/plotnine,2025-07-15 15:55:30.000,402.0,2142696.0,https://anaconda.org/conda-forge/plotnine,2025-07-15 20:51:48.222,525854.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
120,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2025-09-05 06:55:31.000000,2025-09-05 06:55:29,1260.0,580.0,57.0,1483.0,281.0,589.0,3077.0,"Accelerate inference and training of Transformers, Diffusers, TIMM and Sentence Transformers with easy to use hardware..",153.0,36,True,29.0,2025-07-30 17:15:27.000,1.27.0,82.0,,optimum,conda-forge/optimum,,,,1447050.0,6427.0,6167.0,https://pypi.org/project/optimum,2025-07-30 16:40:42.000,260.0,1445917.0,https://anaconda.org/conda-forge/optimum,2025-07-31 01:11:43.233,46476.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
121,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-09-11 04:21:32.000000,2025-09-11 04:18:37,4604.0,346.0,66.0,3427.0,117.0,806.0,2567.0,Adaptive Experimentation Platform.,191.0,36,True,318.0,2025-09-09 19:59:42.000,1.1.2,48.0,,ax-platform,conda-forge/ax-platform,,['pytorch'],,247172.0,1099.0,1028.0,https://pypi.org/project/ax-platform,2025-09-09 19:59:42.000,71.0,246278.0,https://anaconda.org/conda-forge/ax-platform,2025-09-10 15:44:56.663,45638.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
122,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-09-10 13:57:05.000000,2025-09-10 13:55:30,2281.0,450.0,33.0,2039.0,69.0,906.0,2333.0,"Machine learning metrics for distributed, scalable PyTorch applications.",282.0,36,True,104.0,2025-09-03 13:54:56.000,1.8.2,64.0,Lightning-AI/torchmetrics,metrics,conda-forge/torchmetrics,,['pytorch'],6788.0,42813.0,44538.0,44534.0,https://pypi.org/project/metrics,2025-02-26 14:13:26.000,4.0,3833.0,https://anaconda.org/conda-forge/torchmetrics,2025-09-03 20:54:12.961,2098223.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
123,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-06-05 07:30:47.000000,2025-06-05 07:30:47,1555.0,322.0,31.0,518.0,106.0,514.0,1634.0,Python library for reading and writing image data.,123.0,36,True,,2025-01-20 02:42:38.000,2.37.0,97.0,,imageio,conda-forge/imageio,,,1859.0,30867331.0,183410.0,180795.0,https://pypi.org/project/imageio,2025-01-20 02:42:34.000,2615.0,30733798.0,https://anaconda.org/conda-forge/imageio,2025-04-22 14:56:30.839,8277695.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
124,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-04-22 14:57:35.730000,2022-06-10 09:12:18,238.0,13504.0,1565.0,242.0,795.0,597.0,55406.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,,2020-02-20 14:26:01.000,1.3.0,23.0,,face_recognition,conda-forge/face_recognition,,['pytorch'],1431.0,162435.0,5656.0,5540.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,116.0,161793.0,https://anaconda.org/conda-forge/face_recognition,2025-04-22 14:57:35.730,37683.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
